	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0000207	g17495, g774, g24420	g17495, g24420, g774	g774, g24420, g17495	g11277, g26379	mf_622	9005.g5828, 9004.g4084	g4084, g5828	g5828, g4084	g5828, g4084	g8841, g4609	g4609, g8841	g4084, g5828	g5828, g4084	g5828, g4084	g5828, g4084	g4084, g5828	g8841, g4609	g8841, g4609	g8841, g4609
OG0000208	g15061, g3507, g7937, g1428	g7937, g3507, g15061	g15061, g7937, g3507	g13912, g26938	mf_7018, mf_11424	5279.g12705, 5278.g9013	g12705, g9013	g9013, g12705	g9013, g12705	g9151, g9307	g9307, g9151	g12705	g12705, g9013	g12705	g9013, g12705	g12705, g9013	g9151, g9307	g9151, g9307	g9151, g9307
OG0000209	g1919	g1919	g1919	g15899	mf_11543	7132.g2131	g18339, g2131, g15178	g18339, g15178, g2131	g15178, g18339, g2131	g4829, g7765	g4829, g7765	g2131, g15178, g18339	g18339, g2131, g15178	g15178, g18339, g2131	g15178, g18339, g2131	g18339, g15178, g2131	g7765, g4829	g7765, g4829	g7765, g4829
OG0000210	g13072, g1922	g13072, g1922	g1922, g13072	g5141, g5140, g16730	mf_8475		g14974, g5811	g5811, g14974	g5811, g14974	g20071, g4623, g1493	g4623, g1493, g20071	g5811, g14974	g5811	g5811, g14974	g14974, g5811	g14974, g5811	g1493, g4623, g20071	g4623, g1493, g20071	g4623, g1493, g20071
OG0000211	g10686, g2353	g2353, g10686	g2353	g25022, g26771	mf_14865	3811.g1864	g13790, g1864	g1864, g13790	g13790, g1864	g5359, g123, g6501	g123, g6501, g5359	g1864, g13790	g13790, g1864	g13790, g1864	g1864, g13790	g13790, g1864	g6501, g123, g5359	g6501, g5359, g123	g123, g5359, g6501
OG0000212	g2429, g24692, g10712	g24692, g10712, g2429	g2429, g10712, g24692	g26237, g26236, g29515, g1537	mf_9817	8592.g6177	g46, g6177, g13714	g46, g6177, g13714	g46, g6177, g13714			g13714, g46, g6177	g13714, g6177, g46	g6177, g46, g13714	g6177, g13714, g46	g46, g13714, g6177		g21038	
OG0000213	g16502, g21680, g2684	g2684, g21680	g21680	g17065, g3241	mf_670, mf_4358, mf_1258	506.g23621, 6492.g10015, 5592.g10015	g23621, g10015	g23621, g10015	g23621, g10015	g17927, g3045	g3045, g17927	g23621, g10015	g23621, g10015	g23621, g10015	g23621, g10015	g10015, g23621	g17927, g3045	g17927, g3045	g17927, g3045
OG0000214	g2799, g16782, g4120	g4120, g16782, g2799	g16782, g4120, g2799	g11750, g11749, g21102	mf_4851, mf_13863	881.g4164	g4164, g8526	g4164, g8526	g4164, g8526	g8184, g3835	g8184, g3835	g8526, g4164	g4164	g4164, g8526	g4164, g8526	g8526, g4164	g8184, g3835	g3835, g8184	g8184, g3835
OG0000215	g3208, g16810, g2885	g2885, g3208, g16810	g3208, g2885, g16810	g12710, g7652	mf_15113	3074.g14432, 3075.g6239	g6239, g14432	g6239, g14432	g14432, g6239	g9295, g8892	g8892, g9295	g14432, g6239	g6239, g14432	g6239, g14432	g14432, g6239	g14432, g6239	g9295, g8892	g8892, g9295	g8892, g9295
OG0000216	g3369, g22675, g22676	g22675, g3369, g22676	g22675, g22676, g3369	g11911, g7423, g11912, g12959		8008.g17124	g404, g17124	g404, g17124	g17124, g404	g15032, g12069	g12069, g15032	g17124, g404	g17124, g404	g17124, g404	g17124, g404	g404, g17124	g15032, g12069	g15032, g12069	g15032, g12069
OG0000217	g28988, g4827, g22892, g3405, g20910	g28988, g4827, g22892, g3405, g20910	g20910, g4827, g28988, g22892, g3405	g20376, g22056, g17276	mf_19, mf_947	2583.g13959, 2585.g17434, 10923.g13959, 10924.g17434	g17434, g13959	g13959, g17434	g17434, g13959			g13959, g17434	g17434, g13959	g13959, g17434	g13959, g17434	g17434, g13959			
OG0000218	g3813, g3816	g3813, g3816	g3813, g3816	g20791, g1264	mf_2996, mf_5148	936.g3766, 938.g4577, 937.g182, 9650.g4577, 9648.g3766, 9649.g182	g182, g3766, g4577	g3766, g182, g4577	g3766, g182, g4577			g182, g4577, g3766	g4577, g3766, g182	g4577, g3766, g182	g3766, g182, g4577	g3766, g182, g4577			
OG0000219	g4602, g4708	g4708	g4602, g4708	g22746, g4999, g23577	mf_2805	2384.g413, 9673.g19457	g413, g17732, g19457	g19457, g17732, g413	g17732, g413, g19457	g15207	g15207	g19457, g413, g17732	g413, g17732, g19457	g413, g19457, g17732	g17732, g19457, g413	g19457, g17732, g413	g15207	g15207	g15207
OG0000220	g3471, g4933	g15566, g3471, g4933	g3471, g4933	g16080, g28353		9495.g1939	g14999, g5658, g1939	g14999, g1939, g5658	g1939, g5658, g14999	g3730	g3730	g5658, g1939, g14999	g14999, g5658, g1939	g5658, g1939, g14999	g5658, g1939, g14999	g14999, g5658, g1939	g3730	g22486, g3730	g3730
OG0000221	g15957, g14266, g6249	g15957, g6249, g14266	g6249, g15957, g14266	g23544, g23546, g1957		15157.g300, 15158.g16438	g16438, g300	g300, g16438	g300, g16438	g7795, g7031	g7031, g7795	g300, g16438	g16438, g300	g300, g16438	g16438, g300	g300, g16438	g7795, g7031	g7795, g7031	g7795, g7031
OG0000222	g6896	g6896	g6896	g8105	mf_1795	7650.g4388	g16594, g13427, g4388	g13427, g4388, g16594	g16594, g4388, g13427	g16516, g12408	g16516, g12408	g13427, g16594, g4388	g13427, g4388, g16594	g13427, g4388, g16594	g13427, g16594, g4388	g13427, g4388, g16594	g12408, g16516	g16516, g12408	g16516, g12408
OG0000223	g13680, g7096	g13680, g7096	g7096, g13680	g11954	mf_12415	6134.g9387, 6133.g12119, 6135.g1324	g9387, g1324	g1324, g9387	g9387, g1324	g5126, g4223, g17373	g17373, g4223, g5126	g9387	g1324, g9387	g9387	g1324, g9387	g9387, g1324	g5126, g4223, g17373	g17373, g4223, g5126	g5126, g17373, g4223
OG0000224	g19956, g7766, g7315	g19956, g7315, g7766	g7766, g7315, g19956	g9942, g22388, g26689		13631.g14303, 13632.g1484	g14303, g1484	g1484, g14303	g1484, g14303	g15723, g18775	g15723, g18775	g1484, g14303	g1484, g14303	g1484, g14303	g1484, g14303	g1484, g14303	g18775, g15723	g18775, g15723	g18775, g15723
OG0000225	g17347, g11701, g7363	g17347, g11701, g7363	g7363, g17347, g11701	g15842, g17929, g30088, g16825, g18965			g8877, g4007	g8877, g4007	g8877, g4007	g2419, g2430	g2430, g2419	g8877, g4007	g8877, g4007	g4007, g8877	g8877, g4007	g8877, g4007	g2419, g2430	g2419, g2430	g2419, g2430
OG0000226	g29078, g10834, g8312	g29078, g10834, g8312	g29078, g8312, g10834	g24817	mf_8596, mf_3084	6966.g10305, 6965.g3666, 2911.g13467, 2910.g10305, 2909.g3666, 6967.g13467	g13467, g3666	g13467, g3666	g3666, g13467	g2735	g2735	g3666, g13467	g3666, g13467	g3666, g13467	g3666, g13467	g3666, g13467	g2735	g25473, g2735	g2735
OG0000227	g244, g9146, g18395	g18395, g9146, g244	g18395, g9146, g244	g1309, g14708, g1301	mf_1397, mf_7015		g7686, g6040	g7686, g6040	g6040, g7686	g17359, g4553	g17359, g4553	g6040, g7686	g6040, g7686	g6040, g7686	g6040, g7686	g6040, g7686	g4553, g17359	g4553, g17359	g17359, g4553
OG0000228	g23298, g9177	g23298, g9177	g9177, g23298	g538	mf_2095	16213.g11576	g17898, g11576	g17898, g11576	g11576, g17898	g18446, g4693, g4985	g4693, g4985, g18446	g17898, g11576	g11576, g17898	g17898, g11576	g11576, g17898	g11576, g17898	g18446, g4693, g4985	g4693, g4985, g18446	g4985, g4693, g18446
OG0000229	g9286, g10464	g9286, g10464	g10464, g9286	g14793, g9520		4289.g625	g625, g6790	g625, g6790	g6790, g625	g9281, g9073, g12196	g9281, g12196, g9073	g6790, g625	g6790, g625	g6790, g625	g625, g6790	g625, g6790	g9073, g9281, g12196	g9073, g12196, g9281	g9281, g12196, g9073
OG0000230	g22800, g9643	g22800	g22800	g4814		10854.g8645, 10853.g18441, 10852.g17759	g17759, g18441, g8645	g8645	g18441, g17759, g8645	g5254, g16200	g5254, g16200	g17759, g18441, g8645	g8645, g18441, g17759	g17759, g8645, g18441	g17759, g18441, g8645	g8645, g18441, g17759	g5254, g16200	g5254, g16200	g16200, g5254
OG0000231	g21293, g9868	g21293, g9868	g21293, g9868	g12114, g13342, g7898			g14128, g5890	g14128, g5890	g5890, g14128	g18058, g14208, g14209	g14209, g18058, g14208	g14128, g5890	g5890, g14128	g5890, g14128	g5890, g14128	g14128, g5890	g18058, g14209, g14208	g14209, g14208, g18058	g18058, g14209, g14208
OG0000232	g9952	g9952	g9952	g25873	mf_7577	5949.g22613, 5950.g710, 5951.g22613, 5952.g710	g710, g22613	g710, g22613	g22613, g710	g8498, g19529, g18148	g19529, g8498, g18148	g22613, g710	g22613, g710	g22613, g710	g22613, g710	g710, g22613	g18148, g19529, g8498	g8498, g19529, g18148	g8498, g18148, g19529
OG0000233	g19516, g13667, g10059	g10059, g13667, g19516	g19516, g13667, g10059	g30524	mf_10421	2547.g2926	g2926	g2926	g2926	g4519, g4662, g19349, g16617	g4519, g19349, g4662, g16617	g2926	g2926	g2926	g2926	g2926	g4519, g16617, g4662, g19349	g19349, g4662, g16617, g4519	g19349, g4662, g16617, g4519
OG0000234	g11872, g10243, g11307	g11307, g10243, g11872	g11872, g10243, g11307	g26898, g2638, g21179, g7179	mf_6934	15535.g8265	g8265, g8258	g8258, g8265	g8265, g8258	g14017, g3340	g14017, g3340	g8258, g8265	g8265	g8258, g8265	g8258, g8265	g8265, g8258	g3340, g14017	g14017, g3340	g14017, g3340
OG0000235	g10925, g10428, g20524	g10428, g10925, g20524	g10428, g10925, g20524	g18241, g1896		7014.g22873	g22873	g22873	g22873	g17757, g2475, g4175, g4189	g4175, g4189, g17757, g2475	g22873	g22873	g22873	g22873	g22873	g2475, g17757, g4175, g4189	g4189, g4175, g2475, g17757	g17757, g4175, g4189, g2475
OG0000236	g10620, g18561	g18561, g10620	g18561, g10620		mf_11118, mf_4667, mf_10533, mf_2202	765.g23259, 763.g23259, 761.g17462	g17462, g23259	g17462, g23259	g23259, g17462	g66, g12369	g12369, g66	g23259, g17462	g23259, g17462	g23259, g17462	g23259, g17462	g17462, g23259	g66, g12369	g12369, g19776, g66	g12369, g66
OG0000237	g10985, g2001, g10827	g2001, g10985	g10985, g2001	g13615, g19125			g6563, g17661	g17661	g6563, g17661	g18871, g11731, g6089	g11731, g18871, g6089	g17661, g6563	g6563, g17661	g6563, g17661	g6563, g17661	g17661, g6563	g18871, g6089, g11731	g18871, g11731, g23550, g6089	g6089, g11731, g18871
OG0000238	g12114, g11362, g16921	g11362, g12114, g16921	g11362, g12114, g16921	g29793	mf_8686		g3753, g4808, g10310	g10310, g4808, g3753	g4808, g10310, g3753	g6562	g6562	g3753, g4808, g10310	g4808, g10310, g3753	g10310, g3753, g4808	g3753, g10310, g4808	g4808, g3753, g10310	g6562	g6562	g6562
OG0000239	g11498, g24322	g24322, g11498	g24322, g11498	g15096, g16289, g20025	mf_9782		g17574, g21305	g21305, g17574	g17574, g21305	g18989, g18990, g8208	g18990, g18989	g17574, g21305	g21305, g17574	g21305, g17574	g17574, g21305	g21305, g17574	g18990, g18989, g8208	g8208, g18990, g18989	g18990, g18989, g8208
OG0000240	g12369, g23770, g19476, g22761, g24508	g24508, g12369, g19476	g19476, g12369, g24508	g5643, g24298		4878.g22589	g22589, g6273	g22589, g6273	g22589, g6273	g10296, g18167	g18167, g10296	g22589, g6273	g6273, g22589	g22589, g6273	g22589, g6273	g6273, g22589	g10296, g18167	g10296, g18167	g10296, g18167
OG0000241	g17168, g13158	g17168, g13158	g13158, g17168	g10080, g19109	mf_8416		g22715, g568	g22715, g568	g22715, g568	g19070, g10227, g12986	g10227, g19070, g12986	g22715, g568	g22715, g568	g22715, g568	g22715, g568	g568, g22715	g12986, g10227, g19070	g19070, g12986, g10227	g10227, g19070, g12986
OG0000242	g14409, g24393	g24393, g14409	g14409, g24393	g18282, g27115, g12213, g22413, g26065, g13152	mf_10290	11325.g8323	g8323, g15789	g15789, g8323	g8323, g15789	g1422, g3603	g1422, g3603	g15789, g8323	g15789, g8323	g15789, g8323	g15789, g8323	g15789, g8323	g3603, g1422	g1422, g3603	g1422, g3603
OG0000243	g15849, g25948	g15849, g25948	g15849, g25948	g3443, g12196	mf_5453	8725.g12751	g12751, g5196	g5196, g12751	g12751, g5196	g18640, g14862, g4877	g18640, g4877, g14862	g12751	g12751, g5196	g5196, g12751	g12751, g5196	g12751, g5196	g14862, g18640, g4877	g18640, g14862, g4877	g14862, g4877, g18640
OG0000244	g17635, g24614	g24614, g17635	g24614, g17635	g28211	mf_10941, mf_12194	12601.g9293	g9293, g9291, g7625	g9293, g9291, g7625	g9293, g7625, g9291	g4138	g4138	g7625, g9291, g9293	g9293, g9291, g7625	g7625, g9291, g9293	g9291, g9293, g7625	g7625, g9293, g9291	g4138	g4138, g23897	g4138
OG0000245	g18705, g27002	g18705	g18705	g24667	mf_11339, mf_2692	16167.g15554, 16168.g5954	g5954, g15554	g15554, g5954	g5954, g15554	g10686, g1457, g9315	g1457, g9315, g10686	g15554, g5954	g15554, g5954	g5954, g15554	g5954, g15554	g15554, g5954	g9315, g1457, g10686	g1457, g10686, g9315	g10686, g9315, g1457
OG0000246	g22089	g22089	g22089	g25986, g29332, g26049	mf_8282, mf_14702	16573.g6449	g6449, g8496	g6449, g8496	g8496, g6449	g5827, g18334, g17296	g17296, g18334, g5827	g6449, g8496	g8496, g6449	g8496, g6449	g8496, g6449	g6449, g8496	g5827, g17296, g18334	g5827, g18334, g17296	g18334, g17296, g5827
OG0000247	g13582, g4420	g4420, g13582	g13582, g4420	g6757, g28108		1749.g5680	g5680, g5675	g5680, g5675	g5675, g5680	g11007, g244, g14164	g244, g11007, g14164	g5680, g5675	g5675, g5680	g5680, g5675	g5680, g5675	g5675, g5680	g14164, g244, g11007	g11007, g244, g14164	g244, g14164, g11007
OG0000248	g13038	g13038	g13038	g7481, g11978	mf_11742, mf_14735	535.g17623, 11639.g13588	g12843, g17623	g17623, g12843	g12843, g17623	g15551, g19009, g13531	g19009, g13531, g15551	g12843, g17623	g17623, g12843	g12843, g17623	g12843, g17623	g12843, g17623	g15551, g13531, g19009	g19009, g15551, g13531	g19009, g15551, g13531
OG0000249	g15394, g28132, g28	g15394, g11477, g28, g28132	g11477, g28, g15394, g28132	g16320, g16977, g24140	mf_1385	14115.g19415	g2099	g2099	g2099	g2307, g8644, g8642	g8642, g8644, g2307	g2099	g2099	g2099	g2099	g2099	g8642, g2307, g8644	g2307, g8642, g8644	g2307, g8642, g8644
OG0000250	g15691, g70	g70	g70	g26812, g21373	mf_12257, mf_7769, mf_1226	15748.g415, 6087.g9486, 6088.g9007	g415, g9486, g9007	g9007, g415, g9486	g9486, g415, g9007	g9157	g9157	g415, g9486	g9486, g415, g9007	g415, g9486	g9007, g9486, g415	g9007, g9486, g415	g9157	g9157	g9157
OG0000251	g6875, g109	g109, g6875	g109, g6875	g12437, g8274	mf_8659		g22164, g22114	g22114, g22164	g22164, g22114	g12283, g2468, g19149	g2468, g12283, g19149	g22114, g22164	g22164	g22164, g22114	g22164, g22114	g22114, g22164	g12283, g19149, g2468	g19149, g12283, g2468	g2468, g12283, g19149
OG0000252	g4310, g2851, g208	g208, g4310, g2851	g4310, g2851, g208	g20554, g15252, g17546		12509.g10298	g10298, g8677	g8677, g10298	g10298, g8677	g4201, g2275	g4201, g2275	g10298, g8677	g10298, g8677	g8677, g10298	g8677, g10298	g10298, g8677	g2275, g4201	g4201, g2275	g2275, g4201
OG0000253	g5694, g22318, g295	g5694, g22318, g295	g5694, g295, g22318		mf_11676, mf_303	4951.g17013, 4950.g16534	g16534, g17013	g17013, g16534	g17013, g16534	g4999, g1712	g1712, g4999	g16534, g17013	g16534, g17013	g16534, g17013	g17013, g16534	g16534, g17013	g4999, g1712	g4999, g1712	g4999, g1712
OG0000254	g9251, g322	g9251, g322	g9251, g322	g14526, g4462	mf_5253	12971.g3678, 12970.g3685, 15345.g3678, 15344.g3685	g3678, g3685	g3678, g3685	g3685, g3678	g7421, g16647	g7421, g16647	g3685, g3678	g3685, g3678	g3685, g3678	g3685, g3678	g3678, g3685	g7421, g16647	g16647, g7421	g16647, g7421
OG0000255	g17798, g350	g350, g17798	g350, g17798	g24748	mf_691, mf_7702	11847.g5796, 11845.g6029, 11846.g6026	g6029, g6026	g6026, g6029	g6029, g6026	g3787, g5855	g5855, g3787	g6026, g6029	g6029, g6026	g6026, g6029	g6029, g6026	g6026, g6029	g5855, g3787	g5855, g13717, g3787	g5855, g3787
OG0000256	g630, g27315, g21174, g377, g633	g27315, g630, g633, g377, g21174	g377, g27315, g630, g633	g21171, g17964, g11846	mf_7714	14878.g10576, 15395.g10576	g10576	g10576	g10576	g18881, g14702	g18881, g14702	g10576	g10576	g10576	g10576	g10576	g18881, g14702	g23025, g18881, g14702	g14702, g18881
OG0000257	g14490, g7529, g474	g7529, g14490, g474	g7529, g14490, g474	g5058, g5060	mf_12239	4078.g3935	g3935, g12682	g12682, g3935	g3935, g12682	g3317, g13410	g3317, g13410	g3935, g12682	g3935, g12682	g3935, g12682	g12682, g3935	g3935, g12682	g13410, g3317	g3317, g13410	g3317, g13410
OG0000258	g627, g26836	g26836, g627	g26836	g26239, g5238	mf_1710		g13058, g6057	g13058, g6057	g6057, g13058	g10416, g2728, g1365	g2728, g1365, g10416	g6057, g13058	g6057, g13058	g6057, g13058	g13058, g6057	g6057, g13058	g1365, g10416, g2728	g10416, g1365, g2728	g2728, g1365, g10416
OG0000259	g26061, g675	g675, g26061	g26061	g21009, g8522, g4678, g2529	mf_14644	6274.g8404, 6275.g8406, 2782.g8404	g8406, g8404	g8406, g8404	g8404, g8406	g892, g3859	g892, g3859	g8406, g8404	g8404, g8406	g8406, g8404	g8406, g8404	g8406, g8404	g3859, g892	g3859, g892	g892, g3859
OG0000260	g701, g8576	g8576, g701	g701, g8576			5834.g11284, 5833.g11280	g11280, g11284	g11280, g11284	g11284, g11280	g3914, g8784, g14986	g14986, g3914, g8784	g11284, g11280	g11284, g11280	g11284, g11280	g11280, g11284	g11284, g11280	g8784, g3914, g14986	g14986, g3914, g8784	g3914, g14986, g8784
OG0000261	g874, g24453, g9125	g24453, g874, g9125	g874, g24453, g9125	g19173, g13223		16596.g761, 16597.g9989	g9989, g761	g761, g9989	g761, g9989	g13905, g2857	g13905, g2857	g761, g9989	g761, g9989	g761, g9989	g761, g9989	g761, g9989	g2857, g13905	g2857, g13905	g2857, g13905
OG0000262	g1324, g3340	g3340, g1324	g3340, g1324	g19625, g21815, g27436, g24639, g29164, g25855, g21002			g5879, g10336	g10336, g5879	g10336, g5879	g18018, g17264	g17264, g18018	g10336, g5879	g10336, g5879	g5879, g10336	g5879, g10336	g10336, g5879	g18018, g17264	g18018, g17264	g17264, g18018
OG0000263	g18802, g29507, g1332	g1332, g18802, g29507	g29507, g18802, g1332	g25415, g21634	mf_2135	12583.g1565	g1565, g3740	g3740, g1565	g3740, g1565	g19922, g19560	g19922, g19560	g1565, g3740	g3740, g1565	g3740, g1565	g3740, g1565	g3740, g1565	g19560, g19922	g19922, g19560	g19922, g19560
OG0000264	g11869, g1698	g1698, g11869	g1698, g11869	g17043, g8318		1926.g22037	g2007, g22037, g4422	g4422, g22037, g2007	g2007, g22037, g4422	g12487	g12487	g22037, g4422, g2007	g22037, g4422, g2007	g22037, g2007, g4422	g2007, g4422, g22037	g2007, g4422, g22037	g12487	g21731, g12487	g12487
OG0000265	g11796, g2308	g11796, g2308	g11796, g2308		mf_7693	16343.g18728, 16345.g14970, 16344.g16926	g16926, g14970, g18728	g18728, g16926, g14970	g18728, g16926, g14970	g2023	g2023	g16926, g18728, g14970	g14970, g16926, g18728	g16926, g18728, g14970	g16926, g14970, g18728	g14970, g18728, g16926	g2023	g2023	g2023
OG0000266	g2537, g21100, g21101	g2537, g21101, g21100	g21100, g2537	g2986, g23989	mf_3048		g9646, g8630	g8630	g9646, g8630	g2298, g37, g40	g37, g2298, g40	g9646	g8630, g9646	g9646	g9646, g8630	g8630, g9646	g40, g37, g2298	g2298, g37, g40	g40, g2298, g37
OG0000267	g25357, g7718, g2761	g25357, g7718, g2761	g25357, g2761, g7718	g15682, g20751, g11984, g367	mf_6515, mf_5198	10547.g23965	g23965	g23965	g23965	g14202, g3329, g521	g3329, g521, g14202	g23965	g23965	g23965	g23965	g23965	g3329, g14202, g521	g14202, g521, g3329	g521, g3329, g14202
OG0000268	g2983, g23968	g2983, g23968	g23968, g2983	g911		8890.g13055	g1905, g13055	g13055, g1905	g1905, g13055	g7367, g5222, g17515	g7367, g17515, g5222	g1905, g13055	g1905, g13055	g13055, g1905	g13055, g1905	g1905, g13055	g5222, g17515, g7367	g17515, g5222, g7367	g7367, g5222, g17515
OG0000269	g3103, g9556	g9556, g3103	g9556, g3103	g9959, g1478, g12965		3534.g2432	g2432, g2576, g4240	g4240, g2432, g2576	g2576, g4240, g2432	g949	g949	g2432, g4240, g2576	g4240, g2576, g2432	g2576, g4240, g2432	g4240, g2432, g2576	g2432, g2576, g4240	g949	g949	g949
OG0000270	g3415, g6431	g3415, g6431	g3415, g6431	g10773, g7005, g1234, g1233	mf_9566	15030.g6307, 15028.g17611	g6307, g17611	g6307, g17611	g6307, g17611	g12696, g9096	g9096, g12696	g17611, g6307	g6307, g17611	g17611, g6307	g6307, g17611	g17611, g6307	g12696, g9096	g12696, g9096	g12696, g9096
OG0000271	g3635	g3635	g3635	g11596, g24263	mf_12967	15454.g22109	g8468, g22109, g16011	g8468, g16011	g22109, g16011, g8468	g5305, g15147	g5305, g15147	g8468, g16011, g22109	g22109, g16011	g16011, g22109, g8468	g8468, g16011, g22109	g22109, g16011, g8468	g5305, g15147	g5305, g15147	g15147, g5305
OG0000272	g3712, g29133, g27283	g3712, g27283, g29133	g27283, g29133, g3712	g6889, g14170	mf_10246	12202.g17551	g3661, g17551	g3661, g17551	g17551, g3661	g18286, g14972	g14972, g18286	g17551, g3661	g17551, g3661	g17551, g3661	g17551, g3661	g17551, g3661	g18286, g14972	g18286, g14972	g18286, g14972
OG0000273	g3935, g26823, g12331	g12331, g26823, g3935	g12331, g26823, g3935	g1622		6180.g11477, 4503.g11476, 4504.g11477	g11476, g11477	g11477, g11476	g11476, g11477	g3726, g4940	g4940, g3726	g11477, g11476	g11477, g11476	g11476, g11477	g11477, g11476	g11476, g11477	g3726, g4940	g4940, g3726	g3726, g4940
OG0000274	g4214, g22501, g9183	g9183, g22501, g4214	g9183, g4214, g22501	g24942	mf_7763, mf_6431	16433.g8812	g2383, g8812	g2383, g8812	g2383, g8812	g12756, g15114	g12756, g15114	g8812, g2383	g8812, g2383	g2383, g8812	g2383, g8812	g2383, g8812	g15114, g12756	g15114, g12756	g15114, g12756
OG0000275	g7958, g4344, g27285	g7958, g27285, g4344	g7958, g27285, g4344	g17541, g11789	mf_7327	6040.g17553	g3663, g17553	g3663, g17553	g17553, g3663	g13621, g5465	g5465, g13621	g3663, g17553	g3663, g17553	g17553, g3663	g17553, g3663	g17553, g3663	g5465, g13621	g13621, g5465	g13621, g5465
OG0000276	g27310, g19958, g4447	g19958, g27310, g4447	g19958, g27310, g4447	g18761, g22582		2203.g9497, 2204.g3086, 2202.g8696	g8696, g3086, g9497	g3086, g9497, g8696	g3086, g9497, g8696			g8696, g9497, g3086	g3086, g9497, g8696	g9497, g3086, g8696	g9497, g3086, g8696	g8696, g9497, g3086		g5983	
OG0000277	g4775, g11330, g11321	g11330, g11321, g4775	g4775, g11321, g11330	g5802, g30219	mf_8040	12127.g22827	g22827, g5587	g22827, g5587	g22827, g5587	g7102, g8164	g8164, g7102	g5587, g22827	g22827, g5587	g22827, g5587	g22827, g5587	g5587, g22827	g7102, g8164	g8164, g7102	g8164, g7102
OG0000278	g4837, g18476, g10907, g14023, g20707	g14023, g18476, g10907, g20707	g14023, g10907, g18476, g20707		mf_9251	9487.g12473, 16762.g7105	g12473, g7105	g7105, g12473	g12473, g7105	g17163	g17163	g12473, g7105	g12473, g7105	g7105, g12473	g12473, g7105	g12473, g7105	g17163	g22792, g22199, g17163	g17163
OG0000279	g28826, g5016, g5017	g5016, g5017	g5017, g5016	g12461, g3941		13999.g21986, 14001.g21985	g21985, g21986	g21986, g21985	g21985, g21986	g2561, g11398, g11394	g2561, g11394, g11398		g21986, g21985	g21985	g21986, g21985	g21985, g21986	g2561, g11398, g11394	g2561, g11398, g11394	g2561, g11398, g11394
OG0000280	g5055, g7138, g16065	g7138, g5055, g16065	g16065, g5055, g7138	g23337, g28715	mf_7495	13662.g6549	g11240, g6549	g11240, g6549	g11240, g6549	g17158, g10929	g17158, g10929	g11240, g6549	g11240, g6549	g6549, g11240	g11240, g6549	g6549, g11240	g10929, g17158	g10929, g17158	g17158, g10929
OG0000281	g5152	g5152	g5152	g4904, g5069, g5283	mf_10163	15457.g8557	g1875, g8557	g8557, g1875	g1875, g8557	g1777, g15329, g11791	g15329, g11791, g1777	g8557, g1875	g8557, g1875	g1875, g8557	g1875, g8557	g8557, g1875	g15329, g11791, g1777	g1777, g11791, g15329	g11791, g15329, g1777
OG0000282	g5171, g5182	g5182	g5171, g5182	g14576, g8113	mf_14450	4788.g9049, 4786.g17244, 4787.g17627	g17244, g9049, g17627	g17244, g9049	g9049, g17627, g17244	g5242	g5242	g9049, g17627, g17244	g9049, g17244, g17627	g17244, g9049, g17627	g9049, g17627, g17244	g9049, g17627, g17244	g5242	g5242	g5242
OG0000283	g17413, g15332, g5245	g15332, g17413, g5245	g15332, g17413	g5005, g15511	mf_4794	4131.g22105, 2271.g3191, 2272.g22105	g22105, g3191	g22105, g3191	g3191, g22105	g15621, g7428	g7428, g15621	g3191	g3191, g22105	g3191, g22105	g22105, g3191	g22105, g3191	g7428, g15621	g15621, g7428	g7428, g15621
OG0000284	g10374, g5447	g10374, g5447	g5447, g10374	g27485	mf_9816	1890.g12166, 1888.g14496, 1889.g18024	g12166, g14496, g18024	g18024, g12166, g14496	g12166, g14496, g18024	g18607	g18607	g14496, g12166, g18024	g18024, g12166, g14496	g14496, g12166, g18024	g18024, g12166	g12166, g14496, g18024	g18607	g18607	g18607
OG0000285	g5712, g19128, g20030	g5712, g20030, g19128	g20030, g5712, g19128	g3862, g29017	mf_11414, mf_4822	10962.g23011, 9874.g23011, 10961.g17374	g23011	g23011	g23011	g3173, g8677, g6020	g8677, g3173, g6020	g23011	g23011	g23011	g23011	g23011	g6020, g3173, g8677	g3173, g8677, g6020	g8677, g3173, g6020
OG0000286	g7741, g5750	g7741	g7741, g10624	g25085, g15219, g9725, g17823		8076.g13923	g13923, g13922	g13922, g13923	g13923, g13922	g7654, g17445, g11581	g11581, g17445	g13922, g13923	g13923	g13922, g13923	g13923, g13922	g13923, g13922	g11581, g7654, g17445	g7654, g11581, g17445	g11581, g7654, g17445
OG0000287	g14014, g15456, g5886	g15456, g5886	g5886, g15456	g11109, g13454	mf_8720	10165.g16382, 10166.g11151	g16382, g11151	g11151, g16382	g11151, g16382	g14882, g15516	g14882, g15516	g16382, g11151	g11151, g16382	g11151, g16382	g16382, g11151	g16382, g11151	g14882, g15516	g20408, g14882, g15516	g15516, g14882
