	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0000911	g18166, g2536	g2536	g2536	g4785	mf_7033	12419.g8629, 6632.g9647, 6631.g8629	g8629, g9647	g8629	g9647, g8629	g2297, g39	g39, g2297	g9647	g9647, g8629	g9647	g9647, g8629	g8629, g9647	g39, g2297	g2297, g39	g39, g2297
OG0000912	g2602	g2602	g2602	g3553, g617, g616			g7741, g3952	g3952, g7741	g7741, g3952	g5844, g5841	g5844, g5841	g3952, g7741	g7741, g3952	g7741, g3952	g3952, g7741	g7741, g3952	g5844, g5841	g5844, g5841	g5844, g5841
OG0000913	g27015, g2866	g27015, g2866	g27015, g2866	g28127, g20063, g21226	mf_6794		g15273	g15273	g15273	g1238, g4880, g4887	g4880, g4887	g15273	g15273	g15273	g15273	g15273	g1238, g4880, g4887	g4887, g4880, g1238	g4887, g4880, g1238
OG0000914	g3014, g3006, g24628	g3014, g3006, g24628	g3014, g3006, g24628	g9132, g3530	mf_5160	12578.g2293, 12580.g2289	g2289	g2289	g2289	g17698, g4813	g17698, g4813	g2289	g2289	g2289	g2289	g2289	g17698, g4813	g17698, g4813	g17698, g4813
OG0000915	g6937, g3191, g26071	g3191, g6937, g26071	g26071, g6937, g3191	g23138			g635, g4869	g4869, g635	g635, g4869	g14223	g14223	g4869, g635	g635, g4869	g4869, g635	g635, g4869	g4869, g635	g14223	g25468, g14223	g14223
OG0000916	g12191, g3261	g3261, g12191	g3261, g12191	g21280, g12498	mf_13947	13030.g1674, 13029.g2505	g2505, g1674		g1674, g2505	g6748, g16754	g16754, g6748	g1674	g1674, g2505		g2505, g1674	g2505, g1674	g16754, g6748	g6748, g16754	g16754, g6748
OG0000917	g3433, g11453	g3433, g11453	g11453, g3433	g8033, g4304	mf_13006	3896.g16333	g21119, g16333	g21119, g16333	g21119, g16333	g7551	g7551	g21119, g16333	g21119, g16333	g21119, g16333	g21119, g16333	g16333, g21119	g7551	g7551, g16268	g7551
OG0000918	g15178, g3460	g15178, g3460	g15178, g3460	g8016	mf_13190	3502.g8768, 3501.g8778	g8778, g8768	g8778, g8768	g8768, g8778	g1031	g1031	g8778, g8768	g8778, g8768	g8778, g8768	g8768, g8778	g8778, g8768	g1031	g1031, g22108	g1031
OG0000919	g16702, g26255, g3502	g3502, g26255, g16702	g26255, g3502, g16702	g9297		16454.g3991	g9701, g3991	g9701, g3991	g9701, g3991	g9464	g9464	g3991, g9701	g3991, g9701	g9701, g3991	g3991, g9701	g3991, g9701	g9464	g9464	g9464
OG0000920	g3536, g4063	g4063, g3536	g3536	g11588, g7455, g19012	mf_1461		g10452, g10443	g10443	g10443, g10452	g9199, g9200	g9200	g10452	g10452, g10443	g10452	g10452, g10443	g10443, g10452	g9200, g9199	g9200, g9199, g21834	g9200, g9199
OG0000921	g3677, g7438	g7438, g3677	g3677, g7438	g24737	mf_13565	3364.g7871	g7871, g2518	g2518, g7871	g2518, g7871	g9619, g12422	g9619	g7871, g2518	g2518, g7871	g2518, g7871	g2518, g7871	g2518, g7871	g9619	g9619, g12422	g9619
OG0000922	g3737, g26559	g26559	g26559, g3737	g3735, g10429, g17434	mf_12574	2917.g6663, 2918.g16200	g16200, g6663	g6663, g16200	g16200, g6663	g9287	g9287	g16200, g6663	g6663, g16200	g16200, g6663	g16200, g6663	g6663, g16200	g9287	g9287	g9287
OG0000923	g22014, g3742, g9051	g3742, g9051, g22014	g22014, g9051, g3742		mf_4297	8297.g1022	g4679, g1022	g1022, g4679	g4679, g1022	g2444	g2444	g1022, g4679	g4679, g1022	g1022, g4679	g4679, g1022	g1022, g4679	g2444	g2444	g2444
OG0000924	g12652, g15035, g15036, g3856	g3856, g15036, g12652	g15036, g15035, g3856, g12652	g25905	mf_59	2047.g13782	g13782	g13782	g13782	g2935, g9909	g9909, g2935	g13782	g13782	g13782	g13782	g13782	g2935, g9909	g9909, g2935	g2935, g9909
OG0000925	g14406, g3912	g3912, g14406	g3912, g14406	g27934	mf_10106, mf_710	11331.g10969, 11332.g4255	g10969, g4255	g4255, g10969	g4255, g10969	g3605	g3605	g4255, g10969	g10969, g4255	g4255, g10969	g4255, g10969	g10969, g4255	g3605	g3605	g3605
OG0000926	g16526, g3942	g16526, g3942	g16526, g3942	g6229			g6618	g6618, g7433	g6618, g7433	g477, g3291	g3291, g477	g7433, g6618	g6618, g7433	g6618, g7433	g7433, g6618	g7433, g6618	g3291, g477	g3291, g477	g3291, g477
OG0000927	g3975	g3975	g3975	g26850, g6814		5120.g8236, 5121.g15832	g8236, g15832	g15832, g8236	g15832, g8236	g7375, g10602	g10602, g7375	g8236	g8236, g15832	g15832, g8236	g15832, g8236	g15832, g8236	g7375, g10602	g7375, g10602	g10602, g7375
OG0000928	g4089	g4089	g4089	g678, g12440		847.g18729	g276, g18729	g276, g18729	g18729, g276	g8737, g5388	g5388, g8737	g276, g18729	g276, g18729	g18729, g276	g276, g18729	g276, g18729	g8737, g5388	g5388, g8737	g8737, g5388
OG0000929	g4224	g4224	g4224	g11535, g19655	mf_12502		g18931, g13090	g13090, g18931	g13090, g18931	g5715, g19021	g5715, g19021	g18931, g13090	g18931, g13090	g18931, g13090	g18931, g13090	g13090, g18931	g19021, g5715	g5715, g19021	g19021, g5715
OG0000930	g4227, g17539	g4227, g17539	g17539, g4227	g11823, g2297		9326.g16843, 9329.g20195	g20195, g16843	g20195, g16843	g16843, g20195	g16974	g16974	g16843, g20195	g16843, g20195	g20195, g16843	g16843, g20195	g16843, g20195	g16974	g22415, g16974	g16974
OG0000931	g4263, g550	g550, g4263	g4263, g550	g22937		12061.g11688	g11688, g8162	g8162	g8162, g11688	g1465, g1470	g1465, g1470	g11688, g8162	g11688, g8162	g11688, g8162	g8162, g11688	g11688, g8162	g1465, g1470	g1470, g1465	g1470
OG0000932	g4491	g4491	g4491	g1696, g18411	mf_9043		g8153, g5837	g8153, g5837	g8153, g5837	g15982, g12246	g15982, g12246	g8153, g5837	g8153, g5837	g5837, g8153	g8153, g5837	g5837, g8153	g15982, g12246	g12246, g15982	g12246, g15982
OG0000933	g16151, g4510	g4510, g16151	g16151, g4510	g14591, g1343		2851.g3691, 2852.g3695	g3695, g3691	g3691, g3695	g3691, g3695	g16120	g16120	g3691, g3695	g3695, g3691	g3691, g3695	g3695, g3691	g3695, g3691	g16120	g6179, g16120	g16120
OG0000934	g4556, g8948, g15284	g8948, g15284, g4556	g15284, g8948, g4556	g5145, g5717	mf_14507, mf_9620	1168.g2081	g2081	g2081	g2081	g2903, g16227	g16227, g2903	g2081	g2081	g2081	g2081	g2081	g16227, g2903	g16227, g2903	g16227, g2903
OG0000935	g4711, g11001, g20039	g11001, g20039, g4711	g20039, g4711	g12303, g13145, g24794			g22645, g5184	g22645, g5184	g22645, g5184	g818	g818	g22645, g5184	g22645, g5184	g5184, g22645	g22645, g5184	g22645, g5184	g818	g818	g818
OG0000936	g5577, g4901	g5577	g5577, g4901	g23900, g17756	mf_13816	10617.g877	g877	g877	g877	g10095, g11603, g18589	g18589, g10095, g11603	g877	g877	g877	g877	g877	g10095, g11603, g18589	g11603, g18589, g10095	g18589, g10095, g11603
OG0000937	g5098, g20928	g5098, g20928	g5098, g20928				g5933, g6643	g6643, g5933	g5933, g6643	g13790, g12432	g12432, g13790	g5933, g6643	g5933, g6643	g5933, g6643	g6643, g5933	g5933, g6643	g12432, g13790	g12432, g13790	g12432, g13790
OG0000938	g5118, g25117, g8847	g8847, g5118	g5118	g10112, g4666	mf_9368	15058.g11879, 15055.g5785	g5785, g11879	g11879, g5785	g5785, g11879	g12026	g12026	g5785, g11879	g11879, g5785	g5785, g11879	g5785, g11879	g5785, g11879		g458, g12026	g12026
OG0000939	g5122, g23056	g5122, g23056	g23056, g5122	g5938, g5018	mf_7158, mf_11361, mf_10734, mf_11031	13469.g13153, 13470.g13152, 14534.g13153, 14535.g13152	g13153, g13152	g13153	g13152, g13153	g918		g13153	g13153	g13153	g13152, g13153	g13153, g13152	g918	g918	g918
OG0000940	g5130, g3762	g5130	g5130	g896, g894, g17085, g21796, g20867, g25487	mf_4626, mf_14393	4173.g12693, 4172.g2247	g2247	g2247	g2247	g20290, g9756	g20290, g9756	g2247	g2247	g2247	g2247	g2247	g20290, g9756	g9756, g20290	g20290, g9756
OG0000941	g13744, g5138	g13744	g5138, g13744	g11012, g24986, g17245	mf_2414	11006.g465, 11005.g2523	g465, g2523	g465, g2523	g2523, g465	g9948	g9948	g465, g2523	g2523, g465	g2523, g465	g2523, g465	g465, g2523	g9948	g9948	g9948
OG0000942	g5140, g26483	g5140, g26483	g26483, g5140	g792	mf_12354, mf_9346	11003.g2524	g2524, g467	g467, g2524	g2524, g467	g16573	g16573	g467, g2524	g2524, g467	g2524, g467	g467, g2524	g467, g2524	g16573	g16573, g23126	g16573
OG0000943	g26315, g5185, g22468	g5185, g22468, g26315	g5185, g26315, g22468	g21328, g3050, g3056	mf_776	6883.g6105	g6105	g6105	g6105	g5549, g14096	g14096, g5549	g6105	g6105	g6105	g6105	g6105	g14096, g5549	g14096, g5549	g5549, g14096
OG0000944	g20891, g24401, g5187	g20891, g24401, g5187	g24401, g5187, g20891	g3054, g25318, g9277	mf_8742	6882.g18396	g18396	g18396	g18396	g8682, g2017	g2017, g8682	g18396	g18396	g18396	g18396	g18396	g8682, g2017	g2017, g8682	g8682, g2017
OG0000945	g23926, g16581, g5270, g10920, g5276	g5270, g23926, g5276, g10920	g5270, g16581, g10920, g5276, g23926	g13406, g7983, g9851						g6348, g4785, g4778	g4785, g4778, g6348						g6348, g4785, g4778	g4785, g4778, g6348	g4778, g4785, g6348
OG0000946	g5341, g27680	g5341, g27680	g5341, g27680	g13542, g15777	mf_11399	5154.g15585	g15585, g4331	g15585, g4331	g4331, g15585	g3642	g3642	g15585, g4331	g15585, g4331	g15585, g4331	g4331, g15585	g4331, g15585	g3642	g3642, g25080	g3642
OG0000947	g5735	g5735	g5735	g11261	mf_11464, mf_14958	6510.g14448	g14448, g13217	g14448, g13217	g14448, g13217	g6944, g7485	g6944, g7485	g14448, g13217	g14448, g13217	g13217, g14448	g13217	g13217, g14448	g6944, g7485	g6944, g7485	g6944, g7485
OG0000948	g13695, g5852, g22006	g5852, g13695	g5852, g13695	g27886	mf_2904, mf_8610		g7639, g7777	g7639, g7777	g7639, g7777	g6203	g6203	g7639, g7777	g7639, g7777	g7639, g7777	g7777, g7639	g7639, g7777	g6203	g6203, g22142	g6203
OG0000949	g9815, g5885	g9815, g5885	g5885	g19105			g16381, g4781	g4781, g16381	g16381, g4781	g18508	g18508, g15476	g4781, g16381	g16381, g4781	g4781, g16381	g16381, g4781	g16381, g4781	g15476, g18508	g23186, g18508, g15476	g18508, g15476
OG0000950	g6073, g21126	g21126, g6073	g6073, g21126	g11781, g2982	mf_14821	515.g10963	g13743, g10963	g13743, g10963	g10963, g13743	g11385	g11385	g13743, g10963	g10963, g13743	g13743, g10963	g10963, g13743	g13743, g10963	g11385	g22383, g11385	g11385
OG0000951	g14208, g6090	g14208, g6090	g14208, g6090	g18170, g23509, g18372	mf_3146		g18879, g16735	g18879, g16735	g18879, g16735	g2031	g2031	g16735, g18879	g16735, g18879	g18879, g16735	g16735, g18879	g16735, g18879	g2031	g23955, g2031	g2031
OG0000952	g6155	g6155	g6155	g24841	mf_13168	7170.g15578	g7562, g15578	g15578, g7562	g15578, g7562	g11809, g1553	g11809, g1553	g15578, g7562	g7562, g15578	g7562, g15578	g15578, g7562	g7562, g15578	g11809, g1553	g1553, g11809	g11809, g1553
OG0000953	g9973, g24757, g6166	g24757, g9973, g6166	g9973, g6166, g24757	g3178, g22157, g3170	mf_6994	6030.g1707, 6028.g13089	g1707		g1707	g3235, g18587	g18587, g3235	g1707	g1707	g1707	g1707	g1707	g3235, g18587	g18587, g3235	g18587, g3235
OG0000954	g26107, g10897, g6318	g6318, g26107	g26107, g6318		mf_13651, mf_12372, mf_12854		g11164, g14528	g11164, g14528	g11164, g14528	g1157	g1157	g14528, g11164	g11164, g14528	g14528, g11164	g14528, g11164	g11164, g14528	g1157	g8867, g1157	g1157
OG0000955	g6515	g6515	g6515	g4035	mf_9438	1961.g11797	g11797, g337	g11797, g337	g337, g11797	g12324, g1037	g1037, g12324	g11797, g337	g11797, g337	g11797, g337	g337, g11797	g337, g11797	g1037, g12324	g1037, g12324	g12324, g1037
OG0000956	g26240, g6586	g26240, g6586	g26240, g6586	g14252, g9218	mf_14496	16252.g19135, 15236.g17997	g19135, g17997	g17997, g19135	g17997, g19135	g14827	g14827	g19135, g17997	g17997, g19135	g17997, g19135	g19135, g17997	g19135, g17997	g14827	g14827	g14827
OG0000957	g7878, g6964	g6964, g7878	g7878, g6964	g29133	mf_11514	10915.g1267, 10917.g1278	g1278, g1267	g1267, g1278	g1267, g1278	g702	g702	g1267, g1278	g1278, g1267	g1267, g1278	g1267, g1278	g1278, g1267	g702	g21866, g702	g702
OG0000958	g6993	g6993	g6993	g29075	mf_2219	8608.g14036	g6404, g14036	g14036, g6404	g6404, g14036	g4489, g7901	g4489, g7901	g6404, g14036	g6404, g14036	g14036, g6404	g6404, g14036	g14036, g6404	g7901, g4489	g4489, g7901	g7901, g4489
OG0000959	g12240, g6996	g6996, g12240	g12240, g6996	g9020, g9018	mf_5277		g6402	g6402	g6402	g13730, g7904, g7897	g7904, g7897, g13730	g6402	g6402	g6402	g6402	g6402	g13730, g7904, g7897	g13730, g7904, g7897	g7904, g7897, g13730
OG0000960	g17733, g7031	g17733, g7031	g17733, g7031	g2852			g2811, g9189	g9189, g2811	g2811, g9189	g9013, g10301	g9013, g10301	g9189, g2811	g2811, g9189	g2811, g9189	g9189	g2811, g9189	g9013, g10301	g10301, g9013	g10301, g9013
OG0000961	g7186	g7186	g7186	g18405, g18114	mf_4077		g12390, g13076	g13076, g12390	g12390, g13076	g5153, g6623	g5153, g6623	g12390, g13076	g12390, g13076	g13076, g12390	g13076, g12390	g12390, g13076	g5153, g6623	g6623, g5153	g6623, g5153
OG0000962	g7206	g7206	g7206	g23967		2949.g995, 2948.g23575	g23575, g995	g995, g23575	g23575, g995	g10593, g15313	g10593, g15313	g23575, g995	g995, g23575	g23575, g995	g23575, g995	g23575, g995	g15313, g10593	g10593, g15313	g10593, g15313
OG0000963	g26535, g7218	g26535, g7218	g26535, g7218	g18591, g22870	mf_7885	2485.g1789	g1789, g10599	g1789, g10599	g10599, g1789	g13877	g13877	g10599, g1789	g10599, g1789	g10599, g1789	g10599, g1789	g10599, g1789	g13877	g4334, g13877	g13877
OG0000964	g23951, g7450	g7450, g23951	g23951, g7450	g13307	mf_7346	6340.g14452, 6341.g8173	g8173, g14452	g14452, g8173	g14452, g8173	g7440	g7440	g14452, g8173	g8173, g14452	g8173, g14452	g14452, g8173	g8173, g14452	g7440	g7440, g162	g7440
OG0000965	g23952, g7451	g23952, g7451	g23952	g29563	mf_5615	10942.g8172, 10943.g17296	g8172, g17296	g8172, g17296	g8172, g17296	g163	g163	g8172, g17296	g8172, g17296	g8172	g8172, g17296	g17296, g8172	g7441, g163	g163, g7441	g163, g7441
OG0000966	g19772, g16057, g7459	g16057, g7459, g19772	g7459, g19772, g16057	g19337	mf_9736	1500.g12448	g12448, g3997	g3997, g12448	g12448, g3997	g9978	g9978	g12448, g3997	g3997	g3997, g12448	g12448, g3997	g12448, g3997	g9978	g9978	g9978
OG0000967	g22567, g7603, g16919	g7603, g16919	g7603, g16919	g13120, g13118		7990.g8850, 7993.g11946	g8850, g11946	g8850, g11946	g8850, g11946	g13391	g13391	g8850, g11946	g8850, g11946	g8850, g11946	g8850, g11946	g8850, g11946	g13391	g13391	g13391
OG0000968	g7619	g7619	g7619	g6661, g2927	mf_12743	7541.g16250	g16250, g13804	g13804, g16250	g16250, g13804	g14437, g3576	g3576, g14437	g16250, g13804	g16250, g13804	g13804, g16250	g16250	g16250, g13804	g14437, g3576	g3576, g14437	g14437, g3576
OG0000969	g7957	g7957	g7957	g11788	mf_3346	13102.g19485	g19485, g3664	g19485, g3664	g19485, g3664	g5464, g13622	g5464, g13622	g19485, g3664	g3664, g19485	g3664, g19485	g3664, g19485	g19485, g3664	g5464, g13622	g5464, g13622	g13622, g5464
OG0000970	g8182	g8182	g8182	g25381	mf_7730	8952.g16881	g11169, g16881	g11169, g16881	g11169, g16881	g1957, g9519	g1957, g9519	g16881, g11169	g16881, g11169	g16881, g11169	g16881, g11169	g11169, g16881	g9519, g1957	g9519, g1957	g9519, g1957
OG0000971	g8749, g20814	g20814, g8749	g20814, g8749	g7254, g25251, g4206	mf_14661	9434.g5079	g10410, g5079	g5079, g10410	g5079, g10410	g17061	g17061	g5079, g10410	g5079, g10410	g10410, g5079	g5079, g10410	g10410, g5079	g17061	g17061	g17061
OG0000972	g8755, g19033, g10277	g8755, g10277	g8755, g10277	g18859, g27700, g27437, g20873	mf_2063, mf_11876	9574.g8523	g8523	g8523	g8523	g4578, g5867	g4578, g5867	g8523	g8523	g8523	g8523	g8523	g4578, g5867	g5867, g4578	g5867, g4578
OG0000973	g8843, g8841	g8843, g8841	g8843, g8841	g29538	mf_10919	15053.g18546, 15054.g5782	g18546, g5782	g18546, g5782	g18546, g5782	g454	g454	g5782, g18546	g18546, g5782	g5782, g18546	g18546, g5782	g5782, g18546	g454	g25314, g454	g454
OG0000974	g8957	g8957	g8957	g12423, g21518		9751.g598	g6366, g598	g598, g6366	g6366, g598	g3656, g16432	g3656, g16432	g598, g6366	g6366, g598	g6366, g598	g598, g6366	g598, g6366	g3656, g16432	g16432, g3656	g3656, g16432
OG0000975	g9098	g9098	g9098	g9936, g2346, g2348	mf_1991, mf_14113, mf_6427	11137.g16938	g12312, g16938	g12312, g16938	g16938, g12312	g8451	g8451	g12312, g16938	g12312, g16938	g12312, g16938	g16938, g12312	g12312, g16938	g8451	g9328, g8451	g8451
OG0000976	g9105	g9105, g5215	g9105	g24404, g14297			g7108, g3700	g7108, g3700	g7108, g3700	g339, g4273	g4273, g339	g7108, g3700	g7108, g3700	g7108, g3700	g3700, g7108	g3700, g7108	g4273, g339	g4273, g339	g4273, g339
OG0000977	g9297, g2565	g2565, g9297	g9297, g2565	g16081, g30480		3709.g10830, 3710.g8491	g10830, g8491	g10830, g8491	g8491, g10830	g16304	g16304	g10830, g8491	g10830, g8491	g10830, g8491	g8491, g10830	g8491, g10830	g16304	g82, g16304	g16304
OG0000978	g9430	g9430	g9430	g8267, g17341		2699.g13439	g13439, g4466	g13439, g4466	g13439, g4466	g11310, g1677	g11310, g1677	g4466, g13439	g13439, g4466	g13439, g4466	g4466, g13439	g4466, g13439	g1677, g11310	g11310, g1677	g1677, g11310
OG0000979	g10441, g3758, g3761, g9922	g10441, g3761, g3758	g10441, g3761, g3758	g27745, g8590, g18537	mf_5426		g2086	g2086	g2086	g19568, g5764	g5764, g19568	g2086	g2086	g2086	g2086	g2086	g5764, g19568	g5764, g19568	g5764, g19568
OG0000980	g10219, g18837, g10161	g10219, g10161, g18837	g10219, g18837, g10161	g11805			g3734, g16746	g3734, g16746	g16746, g3734	g968	g968	g3734, g16746	g16746, g3734	g16746, g3734	g3734, g16746	g16746, g3734	g968	g25072, g968	g968
OG0000981	g24633, g10258	g24633, g10258	g24633, g10258	g13590, g9259		8722.g7195, 8723.g7205	g7205, g7195	g7195, g7205	g7195, g7205	g6655	g6655	g7205, g7195	g7205, g7195	g7195, g7205	g7195, g7205	g7205, g7195	g6655	g6655, g24910	g6655
OG0000982	g10591, g25838	g25838	g25838	g28694		3239.g21521	g21521, g4816	g4816, g21521	g21521, g4816	g3316, g17208	g3316, g17208	g4816, g21521	g21521, g4816	g4816, g21521	g21521, g4816	g4816, g21521	g3316, g17208	g17208, g3316	g17208, g3316
OG0000983	g10645	g10645	g10645	g24806, g7215	mf_487	10566.g7836	g5576, g7836	g7836	g5576, g7836	g19327, g10424	g10424, g19327	g5576, g7836	g5576, g7836	g7836, g5576	g5576, g7836	g5576, g7836	g19327, g10424	g19327, g10424	g10424, g19327
OG0000984	g11034, g20551	g11034, g20551	g20551, g11034	g294, g7057	mf_3435	8899.g6741, 8898.g6744	g6741, g6744	g6741, g6744	g6744, g6741	g8880	g8880	g6744, g6741	g6744, g6741	g6744, g6741	g6741, g6744	g6744, g6741	g8880	g8880	g8880
OG0000985	g11090, g13217	g13217	g11090, g13217	g2172, g378	mf_1488	10307.g15871, 10308.g2654	g15871, g2654	g2654, g15871	g15871, g2654	g1560	g1560	g2654, g15871	g2654, g15871	g2654, g15871	g15871, g2654	g15871, g2654	g1560	g5656, g1560	g1560
OG0000986	g26140, g15007, g11132	g11132, g26140	g15007, g11132, g26140	g5520, g7167	mf_12243		g3774, g4734	g4734, g3774	g4734, g3774	g9868	g9868	g3774, g4734	g3774, g4734	g4734, g3774	g4734, g3774	g3774, g4734	g9868	g9868	g9868
OG0000987	g27325, g12956, g11143	g27325, g11143, g12956	g11143, g27325, g12956	g14278, g3136, g17668, g8221	mf_10320	16346.g13014	g22923, g13014	g13014, g22923	g13014, g22923			g13014, g22923	g22923, g13014	g22923, g13014	g13014, g22923	g13014, g22923		g22989	
OG0000988	g11328	g11328	g11328	g14384		39.g10134, 38.g22816	g22816, g10134	g10134, g22816	g10134, g22816	g8166, g7104	g8166, g7104	g10134, g22816	g22816, g10134	g22816, g10134	g22816, g10134	g22816, g10134	g7104, g8166	g7104, g8166	g8166, g7104
OG0000989	g2802, g11339	g2802, g11339	g11339, g2802	g3795, g5680	mf_10681	5863.g3584	g8197, g3584	g8197, g3584	g3584, g8197	g3086	g3086	g3584, g8197	g8197, g3584	g3584, g8197	g3584, g8197	g3584, g8197	g3086	g3086, g6849	g3086
OG0000990	g11402, g7267	g11402, g7267	g11402, g7267	g21103, g16006	mf_3273	1066.g7702	g7706, g7702	g7702, g7706	g7702, g7706	g20119	g20119	g7706, g7702	g7706, g7702	g7702, g7706	g7702, g7706	g7702, g7706	g20119	g20119, g22878	g20119
OG0000991	g16962, g11414, g15052	g16962, g15052, g11414	g16962, g11414, g15052	g11763, g10779	mf_13828, mf_9042	5199.g5258	g5258	g5258	g5258	g19496, g10693	g10693, g19496	g5258	g5258	g5258	g5258	g5258	g19496, g10693	g10693, g19496	g19496, g10693
OG0000992	g11435, g15520, g24477	g24477	g24477, g11435, g15520	g10388, g18213	mf_1032	14879.g15504	g15504, g12851	g12851, g15504	g12851, g15504	g3505	g3505	g12851, g15504	g12851, g15504	g15504, g12851	g15504, g12851	g12851, g15504	g3505	g3505	g3505
OG0000993	g12211, g19358, g11445	g12211, g11445, g19358	g12211, g19358, g11445	g9676		15729.g21441, 15730.g1142	g1142, g21441	g21441, g1142	g1142, g21441	g7627	g7627	g1142, g21441	g1142, g21441	g21441, g1142	g21441	g21441, g1142	g7627	g7627	g7627
OG0000994	g12944, g11511	g11511, g12944	g11511, g12944	g9728, g12117	mf_9484, mf_13999	8981.g5653	g11751, g4459	g11751, g4459	g11751, g4459	g1534	g1534	g4459, g11751	g11751, g4459	g11751, g4459	g11751	g11751, g4459	g1534	g1534, g20781	g1534
OG0000995	g15421, g11696	g15421, g11696	g11696, g15421		mf_6478		g14230, g11203	g11203, g14230	g11203, g14230	g15402, g17540	g17540, g15402	g14230, g11203	g14230	g11203, g14230	g14230, g11203	g11203, g14230	g17540, g15402	g17540, g15402	g17540, g15402
OG0000996	g11733	g11733	g11733	g25476, g25666		8255.g14282	g14282, g14512	g14282, g14512	g14512, g14282	g13210, g6876	g13210, g6876	g14512, g14282	g14512, g14282	g14512, g14282	g14512, g14282	g14512, g14282	g6876, g13210	g13210, g6876	g6876, g13210
OG0000997	g11746, g29648	g11746, g29648	g29648, g11746	g23745	mf_8266, mf_5627, mf_13765, mf_8189	7002.g19353	g19353, g23783	g23783, g19353	g23783, g19353	g9104		g23783, g19353	g19353, g23783	g19353, g23783	g23783, g19353	g23783, g19353	g9104	g9104	g9104
OG0000998	g18713, g11797	g11797, g18713	g18713, g11797	g18685, g22519, g21142		14578.g312	g312, g11740	g312, g11740	g312, g11740	g14335	g14335	g312, g11740	g312, g11740	g11740, g312	g11740, g312	g312, g11740	g14335	g22309, g14335	g14335
OG0000999	g11991	g11991	g11991	g17651		5447.g9318, 5445.g18979, 5446.g10158	g10158, g18979, g9318	g9318, g18979, g10158	g9318, g10158, g18979			g9318, g18979, g10158	g10158, g18979, g9318	g9318, g10158, g18979	g18979, g10158, g9318	g18979, g10158, g9318		g20533	
OG0001000	g12048	g12048	g12048	g2137	mf_3624	13724.g3937	g3937, g18752	g3937, g18752	g3937, g18752	g3404, g3407	g3404, g3407	g18752, g3937	g18752, g3937	g18752, g3937	g3937, g18752	g18752, g3937	g3404, g3407	g3407, g3404	g3404, g3407
OG0001001	g12141, g15988	g15988, g12141	g12141, g15988	g3478, g28	mf_3558	12144.g1638, 12145.g2137	g2137, g1638	g1638, g2137	g2137, g1638	g8828	g8828	g1638, g2137	g1638, g2137	g2137, g1638	g2137, g1638	g2137, g1638	g8828	g8828	g8828
OG0001002	g12384, g20673	g12384, g20673	g12384, g20673	g4383	mf_9958	3602.g910, 3601.g22805	g22805, g910	g22805, g910	g22805, g910	g957	g957	g22805, g910	g22805, g910	g22805, g910	g22805, g910	g910, g22805	g957	g957, g21079	g957
OG0001003	g12460	g12460	g12460		mf_332	3308.g12557, 3309.g5028	g12557, g5028	g12557, g5028	g12557, g5028	g2258, g6699	g2258, g6699	g12557, g5028	g5028, g12557	g12557, g5028	g12557, g5028	g5028, g12557	g2258, g6699	g2258, g6699	g6699, g2258
OG0001004	g14076, g25608, g12537	g14076, g25608	g14076, g25608	g28958, g2001	mf_8590		g10794, g4250	g10794, g4250	g4250, g10794	g16171	g16171	g4250, g10794	g10794, g4250	g4250, g10794	g10794, g4250	g4250, g10794	g16171	g16171, g23761	g16171
OG0001005	g12572, g25775	g12572, g25775	g12572, g25775	g20383, g8287, g16840		9287.g6335	g6335, g10593	g10593, g6335	g10593, g6335	g13096	g13096	g6335, g10593	g6335, g10593	g6335, g10593	g10593, g6335	g10593, g6335	g13096	g13096, g3697	g13096
OG0001006	g12573, g25776	g12573	g12573	g8285, g20637	mf_11486, mf_7990	9295.g6337, 9291.g10595	g10595, g6337	g10595, g6337	g10595, g6337	g13094	g13094	g10595, g6337	g10595, g6337	g10595, g6337	g10595, g6337	g10595, g6337	g13094	g13094, g20535	g13094
OG0001007	g12976, g24220	g12976, g24220	g12976, g24220	g23625, g25181	mf_6055, mf_4011		g11396, g12223	g12223, g11396	g11396, g12223	g12515	g12515	g11396, g12223	g12223, g11396	g12223, g11396	g11396, g12223	g12223, g11396	g12515	g12515, g23477	g12515
OG0001008	g25621, g13475, g13479	g13479, g13475, g25621	g13479, g13475		mf_14012	4565.g6318	g6318, g12609	g6318, g12609	g12609, g6318	g15992	g15992	g6318, g12609	g6318, g12609	g6318, g12609	g6318, g12609	g12609, g6318	g15992	g22691, g15992	g15992
OG0001009	g13508	g13508	g13508	g1842	mf_2882, mf_5995	1416.g16238, 868.g16238	g19035, g16238, g18375	g18375, g16238, g19035	g18375, g19035, g16238			g18375, g19035, g16238	g16238, g19035, g18375	g16238, g19035, g18375	g18375, g19035, g16238	g16238, g18375, g19035			
