	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0002711	g10646, g18962	g10646, g18962	g10646	g24805, g7216	mf_5432	10565.g7835	g5575, g7835	g7835	g5575, g7835	g10425, g19328	g10425, g19328	g5575, g7835	g5575, g7835	g7835, g5575	g5575, g7835	g5575, g7835	g10425, g19328	g10425, g19328	g19328, g10425
OG0002712	g20183, g10659	g10659, g20183	g10659, g20183	g29734, g26913, g18153, g29062	mf_11080		g2809, g9192	g9192, g2809	g2809, g9192	g12064	g12064	g9192, g2809	g2809, g9192	g2809, g9192	g9192, g2809	g9192, g2809	g12064	g12064, g21071, g21072	g12064
OG0002713	g25124, g10663	g25124, g10663	g25124, g10663	g21887	mf_5408, mf_5777		g10390, g10378	g10378	g10378, g10390	g6098, g3287	g6098, g3287	g10378, g10390	g10390, g10378	g10390, g10378	g10390, g10378	g10390, g10378	g3287, g6098	g3287, g6098	g3287, g6098
OG0002714	g12018, g18449, g10884	g12018, g18449, g10884	g10884, g12018, g18449	g9019	mf_5931	14268.g2032	g2032, g6401	g2032, g6401	g2032, g6401	g3779	g3779	g2032, g6401	g6401, g2032	g2032, g6401	g2032, g6401	g6401, g2032	g3779	g3779, g14257	g3779
OG0002715	g17416, g10916	g17416, g10916	g17416, g10916	g5002, g30664	mf_8347	3002.g4127	g4127, g3195	g4127, g3195	g3195, g4127	g12590, g15617	g15617, g12590	g3195	g3195, g4127	g4127, g3195	g4127, g3195	g3195, g4127	g15617, g12590	g12590, g15617	g15617
OG0002716	g11109	g11109	g11109		mf_5363	3481.g13652, 14644.g15346, 3477.g15346	g15346, g13652	g15346, g13652	g13652, g15346	g11280, g10283	g10283, g11280	g13652, g15346	g13652, g15346	g15346, g13652	g13652, g15346	g15346, g13652	g10283, g11280	g11280, g20595, g10283	g11280, g10283
OG0002717	g11110	g11110	g11110	g24457, g21683	mf_8737	3486.g13651, 3485.g15347	g15347, g13651	g13651, g15347	g13651, g15347	g11279, g10282	g10282, g11279	g13651, g15347	g13651, g15347	g13651, g15347	g13651	g15347, g13651	g11279, g10282	g11279, g24956, g10282	g10282, g11279
OG0002718	g29962, g29979, g11129	g11129, g29979, g29962	g11129, g29979, g29962	g12372, g26561	mf_14946		g18263, g20877	g18263, g20877	g18263, g20877	g15462	g15462	g18263, g20877	g18263, g20877	g20877, g18263	g18263, g20877	g18263, g20877	g15462	g15462, g17993	g15462
OG0002719	g11142, g12957, g12785	g12957, g11142, g12785	g11142, g12957, g12785	g3138, g8222		6645.g13015	g13015, g14342	g14342, g13015	g13015, g14342	g19958	g19958	g13015, g14342	g14342, g13015	g14342, g13015	g14342, g13015	g14342, g13015	g19958	g24885, g19958	g19958
OG0002720	g16087, g11263	g16087	g11263, g16087	g1503, g4529		12829.g10848	g10848, g10851	g10848, g10851	g10851, g10848	g17779, g6924	g6924, g17779	g10851, g10848	g10851, g10848	g10848, g10851	g10848, g10851	g10851, g10848	g6924, g17779	g6924, g17779	g17779, g6924
OG0002721	g27365, g23983, g16896, g11273	g23983, g16896, g27365	g16896, g23983, g27365	g8557, g4769	mf_14749	16158.g561	g2217, g561	g2217	g2217	g9505, g16928	g9505, g16928	g2217	g2217	g2217	g2217	g2217, g561	g9505, g16928	g9505, g16928	g16928, g9505
OG0002722	g11331	g11331	g11331	g9312, g1919	mf_14069	12900.g20032, 12899.g16459	g20032, g16459	g20032, g16459	g20032, g16459	g2711, g16528	g2711, g16528	g16459, g20032	g16459, g20032	g16459, g20032	g20032, g16459	g20032, g16459	g2711, g16528	g16528, g2711	g2711, g16528
OG0002723	g11504, g15296	g11504, g15296	g11504, g15296	g27451		10946.g4758, 10945.g8699	g8699, g4758	g4758, g8699	g4758, g8699	g10758, g18503	g10758, g18503	g8699, g4758	g4758	g4758, g8699	g8699, g4758	g8699, g4758	g10758, g18503	g10758, g18503	g18503, g10758
OG0002724	g11905, g11536	g11536, g11905	g11536, g11905		mf_4401	11174.g8610	g6735, g8610	g6735, g8610	g8610, g6735	g16460, g12063	g12063, g16460	g8610, g6735	g8610, g6735	g8610, g6735	g6735, g8610	g8610, g6735	g12063, g16460	g12063, g16460	g12063, g16460
OG0002725	g25206, g11668	g25206, g11668	g11668, g25206			16357.g23821, 16358.g24444, 15197.g24444	g23821, g24444, g1992	g23821, g24444, g1992	g1992, g23821, g24444			g1992, g24444, g23821	g23821, g1992, g24444	g24444, g23821, g1992	g1992, g24444, g23821	g23821, g24444, g1992		g22656	
OG0002726	g2439, g11683	g11683, g2439	g2439, g11683	g9538		5353.g24250	g7182, g13115	g7182, g13115	g7182, g13115	g5794, g5272	g5272, g5794	g13115, g7182	g13115, g7182	g13115, g7182	g7182, g13115	g7182, g13115	g5272, g5794	g5794, g5272	g5794, g5272
OG0002727	g11762, g12358	g11762, g12358	g12358	g4211		6802.g9728, 6803.g7126	g9728, g7126	g9728, g7126	g7126, g9728	g9277, g9512	g9512, g9277	g7126, g9728	g7126, g9728	g9728, g7126	g9728, g7126	g9728, g7126	g9512, g9277	g9512, g9277	g9277, g9512
OG0002728	g11892	g11892	g11892	g28969	mf_6567, mf_6039, mf_8021	301.g10561	g18350, g10561	g18350, g10561	g18350, g10561	g15834, g359	g15834, g359	g18350, g10561	g10561, g18350	g10561, g18350	g18350, g10561	g10561, g18350	g359, g15834	g15834, g359	g359, g15834
OG0002729	g21641, g12032, g27152	g27152, g12032, g21641	g12032, g27152, g21641	g3550, g23741		2660.g885	g885, g10774	g10774, g885	g885, g10774	g1808	g1808	g10774, g885	g885, g10774	g10774, g885	g10774, g885	g10774, g885	g1808	g21795, g1808	g1808
OG0002730	g12422, g12128	g12128, g12422	g12128, g12422	g2039	mf_14303	1551.g21461	g21461, g22123	g22123, g21461	g22123, g21461	g17947, g8956	g17947, g8956	g22123, g21461	g22123, g21461	g22123, g21461	g22123, g21461	g21461, g22123	g8956, g17947	g8956, g17947	g8956
OG0002731	g12141, g15988	g15988, g12141	g12141, g15988	g3478, g28, g23488	mf_3558	12144.g1638, 12145.g2137	g2137, g1638	g1638, g2137	g2137, g1638	g8828	g8828	g1638, g2137	g1638, g2137	g2137, g1638	g2137, g1638	g2137, g1638	g8828	g23852, g8828	g8828
OG0002732	g12260, g14661	g12260, g14661	g12260	g9502		14701.g24212, 14689.g14984	g14984, g24212	g14984, g24212	g14984, g24212	g919, g15012	g919, g15012	g24212, g14984	g24212, g14984	g24212, g14984	g24212, g14984	g24212, g14984	g15012, g919	g919, g15012	g919, g15012
OG0002733	g12267, g16126	g12267	g16126, g12267	g11178	mf_11516	7281.g5648, 7280.g1592	g1592, g5648	g1592, g5648	g1592, g5648	g410, g16749	g16749	g5648, g1592	g1592, g5648	g5648, g1592	g5648, g1592	g5648, g1592	g410, g16749	g410, g16749	g16749, g410
OG0002734	g26735, g21543, g12318	g12318, g26735	g12318, g26735, g21543	g15656, g14676	mf_437	5307.g16909	g16909, g1727	g1727, g16909	g1727, g16909	g4643	g4643	g1727, g16909	g16909, g1727	g1727, g16909	g1727, g16909	g16909, g1727	g4643	g4643, g21133	g4643
OG0002735	g25617, g25616, g12345	g25616, g25617, g12345	g25616, g12345	g25014, g12446	mf_12681, mf_13289, mf_9557	6063.g14113, 14298.g7860, 14295.g14113, 14297.g14113, 11926.g14113, 14114.g14113, 9663.g14113	g7860	g7860	g7860	g15559	g15559	g7860	g7860	g7860	g7860	g7860	g15559	g12039, g15559	g15559
OG0002736	g12428, g16663	g12428, g16663	g16663, g12428	g1830	mf_5151	4080.g22631	g22631, g22156	g22156, g22631	g22156, g22631	g6273, g6691	g6273, g6691	g22631, g22156	g22631, g22156	g22156, g22631	g22631, g22156	g22631, g22156	g6691	g6691, g6273	g6691, g6273
OG0002737	g12435	g12435	g12435	g16239, g14217	mf_11041	4157.g5474, 4158.g18330, 4159.g14089	g18330, g14089, g5474	g5474, g18330, g14089	g18330, g5474, g14089			g18330, g5474, g14089	g18330, g5474, g14089	g18330, g14089, g5474	g14089, g18330, g5474	g14089, g18330, g5474		g21420	
OG0002738	g14076, g25608, g12537	g14076, g25608	g14076, g25608	g28958, g2001, g17864	mf_8590		g10794, g4250	g10794, g4250	g4250, g10794	g16171	g16171	g4250, g10794	g10794, g4250	g4250, g10794	g10794, g4250	g4250, g10794	g16171	g16171, g23515, g23761	g16171
OG0002739	g12573, g25776	g12573	g25776, g12573	g8285, g20637	mf_11486, mf_7990	9295.g6337, 9291.g10595	g10595, g6337	g10595, g6337	g10595, g6337	g13094	g13094	g10595, g6337	g10595, g6337	g10595, g6337	g10595, g6337	g10595, g6337	g13094	g23833, g13094, g20535	g13094
OG0002740	g15104, g12767	g12767, g15104	g15104, g12767	g30555, g18730	mf_7041	13571.g19208, 13572.g3384	g19208, g3384	g3384, g19208	g3384, g19208	g2944, g9905	g2944, g9905	g19208	g19208	g19208	g19208, g3384	g3384, g19208	g2944, g9905	g9905, g2944	g2944, g9905
OG0002741	g2526, g12855	g2526, g12855	g2526, g12855	g12284, g21605, g18004	mf_2349, mf_5373	2466.g3276	g3270, g3276	g3270, g3276	g3270, g3276	g2286	g2286	g3276, g3270	g3270, g3276	g3270, g3276	g3270, g3276	g3276, g3270	g2286	g2286, g24490	g2286
OG0002742	g18090, g22614, g12885	g18090, g22614, g12885	g12885, g18090, g22614		mf_244	1910.g2777, 1909.g16310	g2777, g16310	g2777, g16310	g16310, g2777	g8631	g8631	g16310, g2777	g2777, g16310	g2777, g16310	g16310, g2777	g16310, g2777	g8631	g20645, g8631	g8631
OG0002743	g20081, g12902	g20081, g12902	g12902, g20081		mf_14401	6300.g1304	g23325, g1304	g1304, g23325	g1304, g23325	g14965, g2578	g2578, g14965	g23325, g1304	g23325, g1304	g23325, g1304	g23325, g1304	g23325, g1304	g14965, g2578	g14965, g2578	g2578, g14965
OG0002744	g12908, g25798	g12908, g25798	g12908, g25798	g19040, g30582, g19694		15521.g15762	g1331, g14967, g15762	g15762, g1331, g14967	g14967, g1331, g15762			g15762, g14967, g1331	g1331, g15762, g14967	g1331, g14967, g15762	g15762, g14967, g1331	g14967, g15762, g1331			
OG0002745	g12914, g15430, g15897	g12914, g15430, g15897	g12914, g15430, g15897	g6354, g21920	mf_14149	13790.g3314	g2076, g3314	g2076, g3314	g3314, g2076	g7166	g7166	g2076, g3314	g2076, g3314	g3314, g2076	g3314, g2076	g2076, g3314	g7166	g7166	g7166
OG0002746	g3809, g12929	g3809, g12929	g3809, g12929	g3929, g973, g14004			g11306, g15375	g11306, g15375	g11306, g15375	g15796, g14365	g15796, g14365	g11306	g15375, g11306	g11306, g15375	g11306, g15375	g15375, g11306	g14365, g15796	g14365, g15796	g15796, g14365
OG0002747	g13052, g13777, g13055	g13055, g13052, g13777	g13777, g13052, g13055	g20544	mf_12186	13597.g4947	g4926, g4947	g4926, g4947	g4926, g4947	g3351	g3351	g4926, g4947	g4926, g4947	g4947, g4926	g4926, g4947	g4947, g4926	g3351	g3351, g21106	g3351
OG0002748	g13134	g13134	g13134	g28260	mf_10080, mf_10319, mf_2393	6333.g9233, 6332.g15245, 6331.g6526	g15245, g6526, g9233	g9233, g6526, g15245	g9233, g6526, g15245			g9233, g15245, g6526	g15245, g6526, g9233	g15245, g9233, g6526	g15245, g9233, g6526	g15245, g9233, g6526			
OG0002749	g29754, g13289	g13289, g29754	g29754, g13289	g25474	mf_7266		g7571, g13728	g13728, g7571	g13728, g7571	g3608, g3219	g3219, g3608	g13728, g7571	g7571, g13728	g13728, g7571	g7571, g13728	g7571, g13728	g3608, g3219	g3219, g3608	g3608, g3219
OG0002750	g23872, g13400, g17068	g13400, g17068, g23872	g13400, g17068, g23872	g30493	mf_6830, mf_2059	8365.g20369	g20369, g15937	g15937, g20369	g15937, g20369	g2763	g2763	g15937, g20369	g15937	g20369, g15937	g20369, g15937	g15937, g20369	g2763	g2763, g22685	g2763
OG0002751	g13449, g27443	g13449, g27443	g27443, g13449	g29435		8904.g5801	g5801, g677	g677, g5801	g5801, g677	g5266, g1897	g1897, g5266	g5801, g677	g677, g5801	g5801, g677	g677, g5801	g677, g5801	g1897, g5266	g5266, g1897	g1897, g5266
OG0002752	g25621, g13475, g13479	g13479, g13475, g25621	g13479, g13475, g25621	g29452	mf_14012	4565.g6318	g6318, g12609	g6318, g12609	g12609, g6318	g15992	g15992	g6318, g12609	g6318, g12609	g6318, g12609	g6318, g12609	g12609, g6318	g15992	g22691, g15992	g15992
OG0002753	g19978, g19975, g13733, g24642	g13733, g19975, g24642, g19978	g13733, g24642, g19978, g19975	g27769, g8543, g2615, g17430			g4541	g4541	g4541	g9173, g12563	g12563, g9173	g4541	g4541	g4541	g4541	g4541	g9173, g12563	g12563, g9173	g12563, g9173
OG0002754	g24786, g13741	g13741, g24786	g13741, g24786	g26839, g30650, g22188, g9289	mf_11589, mf_11525	16540.g22629	g14367, g22629	g22629, g14367	g22629, g14367	g2121	g2121	g14367, g22629	g14367, g22629	g14367, g22629	g14367, g22629	g14367, g22629	g2121	g2121	g2121
OG0002755	g14010, g14011	g14011	g14011	g14311, g2978	mf_12748	13199.g12375	g12375, g12382	g12382, g12375	g12375, g12382	g7761, g14979	g7761, g14979	g12375, g12382	g12375, g12382	g12375, g12382	g12382, g12375	g12375, g12382	g14979, g7761	g14979, g7761	g7761, g14979
OG0002756	g14096	g14096	g14096			234.g10323	g10323, g20164, g4262	g20164, g4262, g10323	g4262, g20164, g10323	g966	g966	g10323, g4262, g20164	g10323, g20164, g4262	g4262, g10323, g20164	g20164, g4262, g10323	g10323, g4262, g20164	g966	g24612, g966	g966
OG0002757	g14201	g14201	g14201	g29954, g837, g1080	mf_13568	5785.g4260	g9799, g4260	g4260, g9799	g9799, g4260	g3018, g12530	g12530, g3018	g9799, g4260	g9799, g4260	g4260, g9799	g4260, g9799	g9799, g4260	g3018, g12530	g12530, g3018	g12530, g3018
OG0002758	g14572	g15140, g14572	g14572	g9525	mf_14402	5590.g12967, 5589.g14351	g12967, g14351	g14351, g12967	g14351, g12967	g1828, g2508	g2508, g1828	g12967, g14351	g14351, g12967	g14351, g12967	g14351, g12967	g14351, g12967	g2508, g1828	g2508, g1828	g2508, g1828
OG0002759	g14796	g14796	g14796	g15020, g13325	mf_698	15720.g14274, 15719.g16934	g14274, g16934	g14274, g16934	g14274, g16934	g16485, g9388	g9388, g16485	g16934, g14274	g16934, g14274	g14274, g16934	g14274, g16934	g16934, g14274	g9388, g16485	g16485, g9388	g16485, g9388
OG0002760	g14797, g21138	g14797	g21138, g14797	g28809	mf_954	15714.g1102	g18275, g1102	g1102, g18275	g1102, g18275	g16484, g9387	g16484, g9387	g1102, g18275	g1102, g18275	g18275, g1102	g18275, g1102	g18275, g1102	g9387, g16484	g16484, g9387	g9387, g16484
OG0002761	g23227, g14804	g23227, g14804	g23227, g14804	g16023, g24012, g27314, g25539, g28726, g30557, g22772, g18580	mf_4777	15571.g6291	g6291	g6291	g6291	g14135, g14134	g14134, g14135	g6291	g6291	g6291	g6291	g6291	g14135, g14134	g14135, g14134	g14135, g14134
OG0002762	g14921	g14921	g14921, g16256	g24868		3023.g10854, 11996.g9074, 11997.g10854	g10854, g9074	g9074, g10854	g10854, g9074	g18333, g9516	g18333, g9516	g9074, g10854	g10854, g9074	g9074, g10854	g9074, g10854	g9074, g10854	g9516, g18333	g18333, g9516	g18333, g9516
OG0002763	g27219, g14948	g27219, g14948	g27219, g14948	g6261, g15620, g10903	mf_7520, mf_9656	16115.g1895, 16116.g19454	g19454, g1895	g19454, g1895	g1895, g19454	g2185	g2185	g19454, g1895	g1895, g19454	g19454, g1895	g1895, g19454	g1895, g19454	g2185	g2185	g2185
OG0002764	g20053, g15263	g20053, g15263	g20053, g15263	g5289	mf_12605		g4014, g5689	g4014, g5689	g5689, g4014	g6708, g9562	g9562, g6708	g5689, g4014	g5689, g4014	g4014, g5689	g4014, g5689	g5689, g4014	g9562, g6708	g6708, g9562	g9562, g6708
OG0002765	g15397	g15397	g15397	g14348	mf_5567	2932.g1186, 2931.g10715, 11887.g1186, 11886.g10715	g1186, g10715	g1186, g10715	g1186, g10715	g4900, g16535	g4900, g16535	g1186, g10715	g1186	g1186, g10715	g1186, g10715	g1186, g10715	g4900, g16535	g4900, g16535	g4900, g16535
OG0002766	g15410, g16661, g16936	g15410, g16936, g16661	g15410, g16936, g16661	g10482, g10479	mf_2306		g22792	g22792	g22792	g12300, g6271, g6689	g6271, g6689, g12300	g22792	g22792	g22792	g22792	g22792	g6689, g6271, g12300	g6271, g6689	g6271, g12300, g6689
OG0002767	g24251, g15613	g15613, g24251	g15613, g24251	g27582		2077.g860	g4169, g860	g860, g4169	g4169, g860	g5840, g4802	g5840, g4802	g860, g4169	g860, g4169	g860, g4169	g4169, g860	g860, g4169	g4802, g5840	g5840, g4802	g4802, g5840
OG0002768	g17916, g15675	g17916, g15675	g17916, g15675	g7074, g25314, g13284	mf_4334	241.g5950, 240.g13287	g13287, g5950	g5950, g13287	g5950, g13287	g1764	g1764	g5950, g13287	g5950, g13287	g13287, g5950	g13287, g5950	g13287, g5950	g1764	g1764, g10067	g1764
OG0002769	g23918, g15683	g23918, g15683	g23918, g15683	g12562, g12484, g21688	mf_11627, mf_13561	10594.g10239, 10593.g10243	g10243, g10239	g10239, g10243	g10239, g10243	g3843	g3843	g10239, g10243	g10239, g10243	g10239, g10243	g10239, g10243	g10239, g10243	g3843	g3843	g3843
OG0002770	g15796, g20731	g15796, g20731	g20731, g15796	g8171		362.g580	g6051, g580	g6051, g580	g6051, g580	g11753, g14457	g11753, g14457	g580, g6051	g580, g6051	g6051, g580	g580, g6051	g6051, g580	g14457, g11753	g14457, g11753	g11753, g14457
OG0002771	g23485, g15911	g23485, g15911	g15911	g1164, g1165, g7674, g16375	mf_11789	5389.g3231	g3231	g3231	g3231	g18532, g9687, g9688	g9688, g9687, g18532	g3231	g3231	g3231	g3231	g3231	g9688, g9687, g18532	g9687, g9688, g18532	g18532, g9688, g9687
OG0002772	g22582, g15985	g15985, g22582	g22582, g15985	g16440, g26012		12110.g16910	g16910, g452, g7909	g16910, g452, g7909	g16910, g452, g7909			g452, g16910, g7909	g16910, g452, g7909	g16910, g7909, g452	g452, g16910, g7909	g7909, g452, g16910		g13276	
OG0002773	g16076, g24162	g24162	g24162	g29145, g11396		3738.g1826, 3737.g16163	g1826, g16163	g16163, g1826	g1826, g16163	g13692, g17424	g17424, g13692	g16163, g1826	g16163, g1826	g1826, g16163	g16163, g1826	g1826, g16163	g13692, g17424	g13692, g17424	g17424, g13692
OG0002774	g24427, g16104	g24427, g16104	g16104, g24427	g18320, g17775			g8030, g3065	g3065, g8030	g3065, g8030	g9645, g6615	g9645, g6615	g8030, g3065	g8030, g3065	g8030, g3065	g3065, g8030	g8030, g3065	g9645, g6615	g9645, g6615	g6615, g9645
OG0002775	g16358	g16358	g16358	g12870, g28546	mf_11220	8048.g20827, 8049.g17807	g20827, g17807	g20827, g17807	g17807, g20827	g16335, g17040	g16335, g17040	g20827, g17807	g17807, g20827	g20827, g17807	g17807, g20827	g20827, g17807	g16335, g17040	g16335, g17040	g17040, g16335
OG0002776	g25390, g16421	g25390, g16421	g25390, g16421	g4423		6150.g5278	g5278, g4700	g5278, g4700	g5278, g4700	g12188, g899	g12188, g899	g5278, g4700	g4700, g5278	g4700, g5278	g5278, g4700	g5278, g4700	g12188, g899	g899, g12188	g899, g12188
OG0002777	g16447, g28855	g2854, g16447, g28855	g28855, g16447, g2854	g26132	mf_10428		g6358	g6358	g6358	g13679, g15118, g15119	g15118, g15119, g13679	g6358	g6358	g6358	g6358	g6358	g15119, g13679, g15118	g24982, g15118, g13679, g15119	g15119, g15118, g13679
OG0002778	g16453	g16453	g16453	g17070, g13868, g30889	mf_6863	15426.g15935	g22091, g15935	g15935, g22091	g22091, g15935	g6835, g1310	g6835, g1310	g15935, g22091	g15935, g22091	g15935, g22091	g15935, g22091	g22091, g15935	g1310, g6835	g6835, g1310	g6835, g1310
OG0002779	g27704, g16711	g16711, g27704	g27704, g16711	g10856, g8012, g27788	mf_11867	13911.g1577	g12006, g1578	g1578, g12006	g1578, g12006	g7862	g7862	g12006, g1578	g12006, g1578	g1578, g12006	g1578, g12006	g1578, g1577, g12006	g7862	g7862, g24421	g7862
OG0002780	g16713	g16713	g16713		mf_5548, mf_3377	6886.g4824	g19236, g4824	g4824, g19236	g4824, g19236	g9439, g829	g9439	g19236, g4824	g19236, g4824	g4824, g19236	g19236, g4824	g4824, g19236	g9439, g829, g8376	g829, g9439, g8376	g9439, g829, g8376
OG0002781	g26416, g16917, g24389	g24389, g26416	g26416	g15482, g19660, g18824, g26547	mf_11657, mf_1935		g8320, g13140	g8320, g13140	g13140, g8320	g5213	g5213	g13140, g8320	g8320, g13140	g8320, g13140	g13140, g8320	g13140, g8320	g5213	g21720, g5213	g5213
OG0002782	g17112	g17112	g17112	g892	mf_12478, mf_1777	14627.g18621, 14630.g2744	g2744, g18621	g18621, g2744	g2744, g18621	g10250, g18917	g10250, g18917	g18621, g2744	g2744, g18621	g2744, g18621	g2744, g18621	g2744, g18621	g10250, g18917	g18917, g10250	g18917, g10250
OG0002783	g17215	g6064, g17215	g17215	g19281	mf_13725	2935.g10363	g419, g10363	g419, g10363	g419, g10363	g14121, g4652	g4652, g14121	g419, g10363	g419, g10363	g10363, g419	g10363, g419	g419, g10363	g14121, g4652	g4652, g14121, g24890	g4652, g14121
OG0002784	g17510, g26185, g17293	g26185, g17293, g17510	g26185, g17510, g20922, g17293	g2800	mf_11452, mf_11729		g13462, g13471	g13471, g13462	g13462, g13471	g7057	g7057	g13462, g13471	g13462, g13471	g13471, g13462	g13471, g13462	g13471, g13462	g7057	g7057	g7057
OG0002785	g17424	g17424	g17424	g22426, g9583	mf_6708	7669.g18308, 12287.g18308	g18308, g13824	g18308, g13824	g18308, g13824	g3477, g14175	g14175, g3477	g18308, g13824	g18308, g13824	g18308, g13824	g13824, g18308	g13824, g18308	g3477, g14175	g14175, g3477	g3477, g14175
OG0002786	g21431, g17452	g21431, g17452	g21431, g17452	g29215, g29216	mf_2863, mf_6019	7325.g3619	g3619	g3619	g3619	g11032, g10961, g8750	g8750, g11032, g10961	g3619	g3619	g3619	g3619	g3619	g10961, g8750, g11032	g10961, g11032, g8750	g11032, g8750, g10961
OG0002787	g17543	g17543	g17543	g8106, g8107	mf_13920	7653.g16593, 7655.g4389, 7654.g13428	g13428, g16593, g4389	g4389, g13428, g16593	g4389, g16593, g13428			g4389, g16593, g13428	g4389, g13428, g16593	g13428, g16593, g4389	g16593, g4389, g13428	g13428, g16593, g4389		g4889	
OG0002788	g25098, g17647, g25097, g22522	g25097, g25098, g17647, g22522	g25097, g25098, g22522, g17647	g24493, g19272	mf_12076, mf_12049, mf_8371		g12350	g12350	g12350	g17371, g18052	g18052, g17371		g12350	g12350	g12350	g12350	g18052, g17371	g18052, g17371	g18052, g17371
OG0002789	g1192, g17709, g29598	g1192, g17709, g29598	g29598, g17709, g1192	g19737, g16683	mf_13490, mf_3301, mf_1760	3350.g524	g516	g516	g516	g7189, g11219	g7189, g11219	g516	g516	g516	g516	g516	g11219, g7189	g23647, g11219, g7189	g7189, g11219
OG0002790	g22727, g17914, g17915	g22727, g17914, g17915	g22727, g17914, g17915	g20352, g5748, g7699	mf_11628, mf_3520		g14081, g22333	g14081, g22333	g22333, g14081	g11973	g11973	g22333	g22333, g14081	g22333, g14081	g22333, g14081	g14081, g22333	g11973	g11973	g11973
OG0002791	g18002	g18002	g18002	g5582	mf_11808, mf_8947	8948.g6055, 8949.g4065	g6055, g4065	g6055, g4065	g6055, g4065	g8464, g9751	g8464, g9751	g6055, g4065	g4065, g6055	g6055, g4065	g6055, g4065	g6055, g4065	g8464, g9751	g8464, g9751	g9751, g8464
OG0002792	g18286	g18286	g18286	g7275, g20206	mf_39	10821.g3710, 16181.g3710, 16180.g2111	g3710, g2111	g3710	g2111, g3710	g14557, g2319	g2319, g14557	g3710, g2111	g3710, g2111	g2111, g3710	g3710, g2111	g3710, g2111	g14557, g2319	g14557, g2319	g14557, g2319
OG0002793	g18380, g25912	g18380, g25912	g25912, g18380	g20338, g21757, g2155	mf_2376	12213.g591, 12211.g22962	g591, g22962	g22962, g591	g22962, g591	g15573	g15573	g591, g22962	g22962, g591	g22962, g591	g22962, g591	g591, g22962	g15573	g15573, g24014	g15573
OG0002794	g20093, g19186, g19187	g20093, g19187, g19186	g19186, g19187, g20093	g21565, g17593, g29368, g13954		285.g13687	g13687	g13687	g13687	g4478, g4479	g4478, g4479	g13687	g13687	g13687	g13687	g13687	g4478, g4479	g4479, g21860, g21861, g4478	g4479, g4478
OG0002795	g20793, g19240	g20793, g19240	g20793, g19240	g594, g23019			g11875, g14105	g11875, g14105	g14105, g11875	g15250, g6422	g15250, g6422	g14105, g11875	g11875, g14105	g11875, g14105	g14105, g11875	g11875, g14105	g6422, g15250	g6422, g15250	g15250, g6422
OG0002796	g28643, g19262	g28643, g19262	g28643, g19262	g26031, g28495	mf_10536, mf_2026	9082.g17305, 9083.g3054	g17305, g3054	g3054, g17305	g3054, g17305	g20207	g20207	g3054, g17305	g3054, g17305	g17305, g3054	g3054, g17305	g17305, g3054	g20207	g20207, g24784	g20207
OG0002797	g19355	g19355	g19355	g12714, g24195, g29338		9532.g8980, 9533.g4121	g4121, g8980	g8980, g4121	g8980, g4121	g7323, g12055	g12055, g7323	g4121, g8980	g8980, g4121	g4121, g8980	g8980, g4121	g4121, g8980	g7323, g12055	g12055, g7323	g7323, g12055
OG0002798	g19389	g19389	g19389	g26110, g1091	mf_6733	11800.g12872, 11801.g472	g472, g12872	g12872, g472	g472, g12872	g3563, g3564	g3563, g3564	g472, g12872	g12872, g472	g12872, g472	g12872, g472	g12872, g472	g3563, g3564	g3563, g3564	g3563, g3564
OG0002799	g19464, g19465, g27679, g24866	g24866, g27679	g27679, g24866	g24884, g4271, g19922	mf_6997	7624.g3508	g3508, g156	g3508, g156	g3508, g156	g15921	g15921	g156, g3508	g156, g3508	g3508, g156	g3508, g156	g3508, g156	g15921	g15921	g15921
OG0002800	g19962, g19659	g19962, g19659	g19659, g19962	g2691	mf_6904, mf_14396, mf_7026	1733.g739	g739	g739	g739	g13444, g16315, g10978	g10978, g16315, g13444	g739	g739	g739	g739	g739	g10978, g16315, g13444	g10978, g13444, g16315	g16315, g13444, g10978
OG0002801	g20065	g20065	g20065	g6173, g22727, g13527	mf_2908, mf_389, mf_969, mf_3561	8471.g2942	g2942	g2942	g2942	g11952, g10554, g7560	g10554, g7560, g11952	g2942	g2942	g2942	g2942	g2942	g7560, g10554, g11952	g10554, g7560, g11952	g11952, g10554, g7560
OG0002802	g20259, g27564	g27564, g20259	g27564	g5537	mf_1309	6096.g21584	g21584, g17221	g21584, g17221	g17221, g21584	g13219, g9895	g9895, g13219	g21584, g17221	g17221, g21584	g17221, g21584	g21584, g17221	g21584, g17221	g13219, g9895	g13219, g9895	g9895, g13219
OG0002803	g20533	g20533	g20533	g14605, g15002	mf_3407	13450.g3350, 13451.g3364	g3350, g3364	g3350, g3364	g3350, g3364	g19623, g4990	g4990, g19623	g3364, g3350	g3364, g3350	g3364, g3350	g3350, g3364	g3364, g3350	g19623, g4990	g4990, g19623	g4990, g19623
