	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0003711	g6479, g18683, g3545, g13598, g21411, g9846, g18088, g1130, g20473	g18088, g18683, g20473, g3545, g21411, g6479, g9846, g11608	g21411, g3545, g1130, g9846, g18088, g20473, g6479		mf_7931, mf_496, mf_6179	g12879													
OG0003712	g1193	g1193	g1193	g2159	mf_10887	g11941	g526, g16922	g526, g16922	g16922, g526	g15478	g15478	g16922, g526	g16922, g526	g16922, g526	g16922, g526	g526, g16922	g15478	g15478, g22517	g15478
OG0003713	g17420, g1250, g19723	g19723, g17420, g1250	g1250, g19723, g17420	g6735, g26742, g7402, g16892	mf_8204, mf_1016	g9174	g11849	g11849	g11849	g3301	g3301	g11849	g11849	g11849	g11849	g11849	g3301	g3301	
OG0003714	g25023, g1258	g25023, g1258, g6766	g25023, g6766, g1258	g18665, g25598	mf_8051	g841	g5009, g15134	g5009, g15134	g15134, g5009			g15134	g15134, g5009	g15134, g5009	g5009, g15134	g15134, g5009		g3032	
OG0003715	g26606, g17878, g1275	g26606, g1275	g17878, g1275, g26606		mf_13929	g7459	g4193	g4193	g4193	g5238, g3246	g5238, g3246	g4193	g4193	g4193	g4193	g4193	g5238, g3246	g3246, g5238	g5238, g3246
OG0003716	g1284	g1284	g1284	g818, g510	mf_2079	g6711	g22242, g22260	g22260, g22242	g22260, g22242	g5919	g5919	g22242, g22260	g22242, g22260	g22260, g22242	g22242, g22260	g22242, g22260	g5919	g5919	g5919
OG0003717	g1349, g4999	g1349, g4999	g4999, g1349	g15516, g25332	mf_9487	g2425	g1954	g1954	g1954	g444, g15793	g15793, g444	g1954	g1954	g1954	g1954	g1954	g15793, g444	g444, g15793	g15793, g444
OG0003718	g1454, g8649	g1454, g8649	g8649, g1454	g10350, g22004	mf_4014, mf_10576		g2608	g2608	g2608	g8935, g16509	g8935, g16509	g2608	g2608	g2608	g2608	g2608	g16509, g8935	g16509, g8935	g16509, g8935
OG0003719	g19552, g21509, g1486	g1486, g21509	g1486, g21509	g4339		g3455, g7720	g21962	g21962	g21962	g6365, g10532	g6365, g10532	g21962	g21962	g21962	g21962	g21962	g10532, g6365	g10532, g6365	g6365, g10532
OG0003720	g4352, g1490, g3849	g3849, g1490	g1490, g3849	g22131	mf_846	g4133	g5125	g5125	g5125	g8609, g1384	g8609, g1384	g5125	g5125	g5125	g5125	g5125	g8609, g1384	g8609, g1384	g8609, g1384
OG0003721	g2685, g1497, g13497	g13497, g1497	g1497, g13497	g2314	mf_10718	g7111	g2685, g2674	g2685, g2674	g2685, g2674	g8215	g8215	g2674, g2685	g2674, g2685	g2685, g2674	g2685, g2674	g2685, g2674			
OG0003722	g2550, g7292, g1555	g2550, g7292	g1555, g7292	g8798, g14905, g30468	mf_12994, mf_8323		g187, g12005	g187, g12005	g187, g12005			g187, g12005	g12005, g187	g12005, g187	g187, g12005	g187, g12005			
OG0003723	g1582, g3066	g3066, g1582	g1582, g3066	g8462, g14612	mf_8501	g3287	g3356	g3356	g3356	g270, g5766	g5766, g270	g3356	g3356	g3356	g3356	g3356	g5766, g270	g5766, g270	g270, g5766
OG0003724	g9112, g13330, g1585	g13330, g1585	g1585, g13330	g774	mf_3477		g5489, g3360	g3360, g5489	g3360, g5489	g11304	g11304	g3360	g5489, g3360	g3360	g3360, g5489	g5489, g3360	g11304	g11304	g11304
OG0003725	g1613	g1613	g1613	g1076	mf_8041	g11139	g11986, g3769	g3769, g11986	g3769, g11986	g14474	g14474	g11986, g3769	g11986, g3769	g3769, g11986	g11986, g3769	g11986, g3769	g14474	g14474, g21111	g14474
OG0003726	g21465, g1631	g1631, g21465	g21465, g1631	g21570, g24875	mf_12658	g13126	g3535	g3535	g3535	g6109, g6119	g6119, g6109	g3535	g3535	g3535	g3535	g3535	g6119, g6109	g6119, g6109	g6109, g6119
OG0003727	g13795, g1649	g1649, g6233, g13795	g13795, g6233	g5608, g27486, g16915, g2320, g10197	mf_5906, mf_4392, mf_5387, mf_5293, mf_1090, mf_14290	g2481, g8248	g19978	g19978	g19978			g19978	g19978	g19978	g19978	g19978			
OG0003728	g28553, g1652	g28553, g1652	g28553, g1652	g6305, g17469	mf_4760	g10870	g2069	g2069	g2069	g5225, g6692	g6692, g5225	g2069	g2069	g2069	g2069	g2069	g6692, g5225	g6692, g5225	g6692, g5225
OG0003729	g19059, g12382, g1684	g19059, g1684, g12382	g12382, g19059, g1684	g26292, g26602	mf_8415, mf_14860	g11777	g10206	g10206	g10206	g959	g959	g10206	g10206	g10206	g10206	g10206	g959	g959, g22350	g959
OG0003730	g1686, g5507	g5507, g1686	g1686, g5507	g29181	mf_1722	g592, g4554	g14910	g14910	g14910	g5200, g2535	g5200, g2535	g14910	g14910	g14910	g14910	g14910	g5200, g2535	g2535, g5200	g2535, g5200
OG0003731	g1765, g11524	g11524, g1765	g11524, g1765	g8043	mf_14484	g9082, g6431	g1627	g1627	g1627	g5392, g19111	g19111, g5392	g1627	g1627	g1627	g1627	g1627	g5392, g19111	g19111, g5392	g5392, g19111
OG0003732	g1773, g18789	g1773	g1773	g25825, g2961	mf_3268		g22050, g696	g696, g22050	g22050, g696	g14464	g14464	g696, g22050	g696, g22050	g22050, g696	g22050, g696	g22050, g696	g14464	g14464	g14464
OG0003733	g17972, g1785	g17972, g1785	g1785, g17972	g14533, g5605	mf_4602	g4411	g8220, g14480	g14480, g8220	g14480, g8220			g14480, g8220	g8220, g14480	g14480, g8220	g14480, g8220	g14480, g8220		g22798, g22951	
OG0003734	g1794, g10558	g1794	g1794	g2108	mf_2896, mf_7993	g5078	g11385, g3330	g11385	g3330, g11385	g10380	g10380	g11385, g3330	g11385	g3330, g11385	g11385, g3330	g11385, g3330	g10380	g648, g10380	g10380
OG0003735	g1850, g17177	g17177, g1850	g17177, g1850	g22476, g7914, g10433, g14042			g16267	g16267	g16267	g3241, g10940	g3241, g10940	g16267	g16267	g16267	g16267	g16267	g10940, g3241	g10940, g3241	g3241, g10940
OG0003736	g25043, g1959	g1959, g25043	g25043, g1959	g7887	mf_9340	g4105	g17593, g17857	g17593, g17857	g17593, g17857			g17857, g17593	g17593, g17857	g17593, g17857	g17857, g17593	g17857, g17593		g21156, g21782, g21966	
OG0003737	g2080, g1981	g2080, g1981	g1981, g2080	g10266, g21878, g22256		g12312	g8972	g8972	g8972	g7681, g15654	g15654, g7681	g8972	g8972	g8972	g8972	g8972	g7681, g15654	g7681, g15654	g15654, g7681
OG0003738	g1994, g10661	g1994, g10661	g1994, g10661	g29060	mf_9417		g24001, g10388	g24001	g24001, g10388		g6096	g24001, g10388	g24001, g10388	g24001, g10388	g24001, g10388	g24001, g10388	g6096	g20727, g6096	g6096
OG0003739	g2004, g6873	g2004, g6873	g2004, g6873	g957, g16649, g20096	mf_10430	g1513	g6566		g6566	g17727, g17725	g17725, g17727	g6566	g6566	g6566	g6566	g6566	g17725, g17727	g17725, g17727	g17725, g17727
OG0003740	g20835, g2020	g2020	g2020	g11999, g18183, g23655, g8714	mf_13654	g2775	g9161	g9161	g9161	g894, g4083	g894, g4083	g9161	g9161	g9161	g9161	g9161	g4083, g894	g894, g4083	g4083, g894
OG0003741	g2082, g12751	g2082, g12751	g2082	g14461, g28202, g9069	mf_11320	g735	g9698	g9698	g9698	g1512, g5829	g5829, g1512	g9698	g9698	g9698	g9698	g9698	g5829, g1512	g5829, g1512	g5829, g1512
OG0003742	g8767, g2143	g2143, g8767	g8767	g4561, g12217	mf_14223		g7847, g9664	g9664	g7847, g9664	g7467	g7467	g7847	g7847, g9664	g7847, g9664	g9664, g7847	g7847, g9664	g7467	g22981, g7467	g7467
OG0003743	g2166	g2166	g2166	g17835	mf_5603	g12125	g12598, g15992	g15992, g12598	g12598, g15992	g17485	g17485	g15992, g12598	g12598, g15992	g15992, g12598	g15992, g12598	g15992, g12598	g17485	g17485, g25598	g17485
OG0003744	g2172	g2172	g2172	g7471, g1481	mf_1263	g6319	g1370, g1378	g1370, g1378	g1370, g1378	g11010	g11010	g1378, g1370	g1378, g1370	g1378, g1370	g1370, g1378	g1378, g1370	g11010	g11010	g11010
OG0003745	g2254, g5176	g5176, g2254	g5176, g2254	g6345, g1241, g18564		g10788	g23867	g23867	g23867	g4014, g3999	g3999, g4014	g23867	g23867	g23867	g23867	g23867	g4014, g3999	g3999, g4014	g3999, g4014
OG0003746	g2939, g2287	g2287, g2939	g2939, g2287	g7894, g10663	mf_6681, mf_3994	g4314	g22211, g5020	g5020, g22211	g22211, g5020			g5020, g22211	g22211, g5020	g22211, g5020	g5020, g22211	g5020, g22211		g21375	
OG0003747	g9848, g2331	g2331, g9848	g9848		mf_2248	g288	g13201, g9869	g13201, g9869	g9869, g13201	g10325	g10325	g13201, g9869	g13201, g9869	g9869, g13201	g9869, g13201	g13201, g9869	g10325	g10325	g10325
OG0003748	g2332, g9847	g2332, g9847	g9847		mf_4123	g287	g13200, g9868	g13200, g9868	g9868, g13200	g10324	g10324	g13200, g9868	g9868, g13200	g9868, g13200	g9868, g13200	g13200, g9868	g10324	g10324	g10324
OG0003749	g6598, g2333	g2333, g6598	g2333, g6598	g9302, g16380	mf_10838	g285	g23691	g23691	g23691	g16592, g8785	g16592, g8785	g23691	g23691	g23691	g23691	g23691	g8785, g16592	g8785, g16592	g16592, g8785
OG0003750	g2384, g21844, g21843, g16574	g21843, g2384, g21844, g16574	g2384, g16574, g21844, g21843	g20977	mf_14261	g10360	g7447	g7447	g7447	g7964	g7964	g7447	g7447	g7447	g7447	g7447	g7964	g7964	g7964
OG0003751	g2419, g11092	g2419	g2419, g11092	g3870, g3869, g2455	mf_2462		g23541, g15486	g23541	g23541, g15486	g9192	g9192	g15486	g15486, g23541	g23541, g15486	g15486, g23541	g23541, g15486	g9192	g9192	g9192
OG0003752	g2441, g3494, g13387	g13387, g2441, g3494	g2441, g3494, g13387	g2145, g12369		g3910, g9257	g16469	g16469	g16469	g9034	g9034	g16469	g16469	g16469	g16469	g16469	g9034	g21426, g21427, g9034	g9034
OG0003753	g8443, g2456	g2456, g8443	g2456, g8443	g23379, g14645	mf_2778	g5051	g5525	g5525	g5525	g9695, g18248	g9695, g18248	g5525	g5525	g5525	g5525	g5525	g9695, g18248	g9695, g18248	g18248, g9695
OG0003754	g17835, g25456, g2468	g17835, g25456, g2468	g2468, g17835, g25456	g14080, g30427		g7625, g8642				g1647, g8300	g17630, g8300, g1647						g1647, g8300, g17630	g17630, g1955, g8300, g1647	g1647, g17630, g8300
OG0003755	g16100, g2471	g16100, g2471	g16100, g2471	g28900		g9837	g6718, g12329	g6718	g6718, g12329	g6106	g6106	g12329, g6718	g12329, g6718	g6718, g12329	g6718, g12329	g6718, g12329	g6106	g6106	g6106
OG0003756	g6798, g2497	g2497, g6798	g2497, g6798		mf_9190, mf_2764		g19861, g15857	g19861	g15857, g19861	g18664	g18664	g15857, g19861	g19861, g15857	g15857, g19861	g15857, g19861	g19861, g15857	g18664	g18664	g18664
OG0003757	g2521	g2521	g2521	g5309		g9563	g3281, g10418	g3281	g3281, g10418	g17874, g10417	g10417, g17874	g10418	g10418, g3281	g10418	g10418, g3281	g3281, g10418	g17874, g10417	g10417, g17874	g17874, g10417
OG0003758	g23096, g2544	g2544, g23096	g23096, g2544	g10878, g10881, g8354		g8867	g5291	g5291	g5291	g3051, g8883	g8883, g3051	g5291	g5291	g5291	g5291	g5291	g8883, g3051	g8883, g3051	g3051, g8883
OG0003759	g16097, g2639	g2639, g16097	g2639	g52	mf_2982	g12649	g4148, g16063	g4148, g16063	g4148	g3206	g3206	g16063, g4148	g16063	g16063, g4148	g4148, g16063	g4148, g16063	g3206	g22009, g3206	g3206
OG0003760	g2673, g25841	g25841	g25841	g19248	mf_13527	g10099	g21524, g3449	g21524, g3449	g3449, g21524	g9407	g9407	g3449, g21524	g21524, g3449	g3449, g21524	g3449, g21524	g21524, g3449	g9407	g9407	g9407
OG0003761	g2769, g7216	g2769, g7216	g2769, g7216	g25701, g15730	mf_3370, mf_13416		g1193	g1193	g1193	g20123, g19426	g19426, g20123	g1193	g1193	g1193	g1193	g1193	g20123, g19426	g19426, g20123	g19426, g20123
OG0003762	g2772, g25489	g2772, g25489	g25489, g2772	g25704, g13633	mf_1937	g4921	g1189	g1189	g1189	g15447, g6889	g6889, g15447	g1189	g1189	g1189	g1189	g1189	g6889, g15447	g6889, g15447	g15447, g6889
OG0003763	g2863, g21387	g21387, g2863	g21387, g2863	g520, g19899	mf_3175	g255	g2882	g2882	g2882	g9930, g1242	g1242, g9930	g2882	g2882	g2882	g2882	g2882	g1242, g9930	g1242, g9930	g1242, g9930
OG0003764	g2994	g2994	g2994	g18799	mf_2242	g3543	g5956, g18861	g18861, g5956	g18861, g5956	g2785	g2785	g18861, g5956	g5956, g18861	g5956, g18861	g5956, g18861	g5956, g18861	g2785	g2785, g4317	g2785
OG0003765	g15896, g2996	g15896, g2996	g2996, g15896	g6353	mf_11083, mf_3569	g3197	g3315	g3315	g3315	g290, g19146	g19146, g290	g3315	g3315	g3315	g3315	g3315	g19146, g290	g19146, g290	g290, g19146
OG0003766	g3079, g3076	g3076	g3076	g18618, g29981	mf_195	g8627	g6597, g6599	g6597, g6599	g6599, g6597	g2847	g2847	g6597, g6599	g6599, g6597	g6597, g6599	g6597	g6599, g6597	g2847	g2847	g2847
OG0003767	g3870, g3091	g3091, g3870	g3091, g3870	g18648, g9017		g1345, g894	g9275	g9275	g9275	g8348, g6051	g8348, g6051	g9275	g9275	g9275	g9275	g9275	g8348, g6051	g6051, g8348	g8348, g6051
OG0003768	g13030, g3102, g29504	g3102, g29504, g13030	g3102, g13030, g29504	g28575, g23354, g23353	mf_7200	g8652	g22334	g22334	g22334	g13948	g13948	g22334	g22334	g22334	g22334	g22334	g13948	g13948, g6136	g13948
OG0003769	g3127, g3823	g3127, g3823	g3127, g3823	g25937, g25725	mf_6922	g8309	g5668	g5668	g5668	g4122, g2255	g4122, g2255	g5668	g5668	g5668	g5668	g5668	g2255, g4122	g2255, g4122	g4122, g2255
OG0003770	g3135, g3141, g18586, g5859	g3141, g18586, g5859	g18586, g5859	g14192	mf_438		g13661	g13661		g11028, g10872	g10872, g11028	g13661	g13661	g13661	g13661	g13661	g10872, g11028	g10872, g11028	g11028, g10872
OG0003771	g18585, g3140	g18585, g3140	g3140, g18585	g29679	mf_4493, mf_1679	g5021, g289, g1133	g13662, g11759	g11759, g13662	g11759, g13662			g13662, g11759	g11759, g13662	g11759, g13662	g11759, g13662	g13662, g11759			
OG0003772	g8424, g13621, g3192	g13621, g3192	g3192, g13621	g9845	mf_5528	g6275	g12426	g12426	g12426	g17731, g14565	g14565, g17731	g12426	g12426	g12426	g12426	g12426	g17731, g14565	g17731, g14565	g17731, g14565
OG0003773	g3202, g13348	g13348, g3202	g3202, g13348	g4244, g3125, g17799		g4397	g12698	g12698	g12698	g2526, g10870	g2526, g10870	g12698	g12698	g12698	g12698	g12698	g10870, g2526	g2526, g10870	g2526, g10870
OG0003774	g23387, g3230, g24417	g3230, g24417, g23387	g24417, g3230, g23387	g12992, g5453	mf_3842	g12779, g4121	g14545	g14545	g14545	g12569	g12569	g14545	g14545	g14545	g14545	g14545	g12569	g22417, g12569	g12569
OG0003775	g3324	g3324	g3324	g9749, g29671	mf_2707	g6904	g1555, g5264	g1555, g5264	g5264, g1555	g15049	g15049	g1555, g5264	g5264, g1555	g5264, g1555	g5264, g1555	g5264, g1555	g15049	g15049	g15049
OG0003776	g3373, g9128, g5351, g6961	g6961, g3373, g9128, g5351	g5351, g6961, g3373, g9128	g23423, g28827		g8949, g13036, g8214				g18638, g4914	g4914, g18638						g18638, g4914	g4914, g18638, g24994	g18638, g4914
OG0003777	g3394, g25770	g25770, g3394	g25770, g3394	g21651, g9084, g2605		g2208	g13952	g13952	g13952	g10935, g11907	g11907, g10935	g13952	g13952	g13952	g13952	g13952	g10935, g11907	g10935, g11907	g11907, g10935
OG0003778	g22081, g3416, g13356	g3416, g13356	g3416, g13356	g7695, g17581	mf_3448	g2573	g10536, g9166	g9166, g10536	g9166, g10536			g9166, g10536	g10536, g9166	g10536, g9166	g10536, g9166	g9166, g10536		g22736	
OG0003779	g3417, g15800	g15800, g3417	g7329, g15800, g3417	g17847		g4447, g12894	g1812, g7325	g1812, g7325	g1812, g7325			g7325, g1812	g1812, g7325	g1812, g7325	g1812, g7325	g7325, g1812		g6189, g126	
OG0003780	g26644, g3432, g3430	g3432, g26644	g26644, g3432, g3430	g16416	mf_6731		g13529	g13529	g13529	g7552, g10142	g7552, g10142	g13529	g13529	g13529	g13529	g13529	g7552, g10142	g7552, g10142	g10142, g7552
OG0003781	g3615, g14262	g3615, g14262	g14262, g3615			g5503	g834, g12519	g12519, g834	g12519, g834	g20157	g20157	g12519, g834	g12519, g834	g834, g12519	g12519, g834	g834, g12519	g20157	g20157	g20157
OG0003782	g3617, g21410, g21409, g23074	g3617, g21410, g21409, g23074	g23074, g21409, g21410, g3617	g11295, g11300	mf_1270		g1841	g1841	g1841	g13655	g13655	g1841	g1841	g1841	g1841	g1841	g13655	g13655	g13655
OG0003783	g7860, g3629	g7860	g7860	g12310	mf_11407	g3895	g11040, g2089	g11040, g2089	g2089, g11040	g11745	g11745	g11040, g2089	g2089, g11040	g11040, g2089	g2089, g11040	g11040, g2089	g11745	g11745	g11745
OG0003784	g3650, g15260	g15260, g3650	g3650	g9073, g8732, g7463	mf_13306	g8663	g5212	g5212	g5212	g1379, g15232	g15232, g1379	g5212	g5212	g5212	g5212	g5212	g1379, g15232	g15232, g1379	g15232, g1379
OG0003785	g10397, g3684	g10397, g3684	g10397, g3684			g3652	g616, g3670	g616	g3670, g616	g12636	g12636	g3670, g616	g616, g3670	g3670, g616	g3670, g616	g616, g3670	g12636	g12636, g24515	g12636
OG0003786	g12781, g3821	g3821, g12781	g3821, g12781	g25935, g25098	mf_2931	g10139	g22777	g22777	g22777	g440, g18544	g440, g18544	g22777	g22777	g22777	g22777	g22777	g440, g18544	g18544, g440	g18544, g440
OG0003787	g3838	g3838	g3838		mf_1242	g4034	g2965, g5484	g5484, g2965	g2965, g5484	g4709	g4709	g2965, g5484	g2965, g5484	g5484, g2965	g2965, g5484	g2965, g5484	g4709	g24570, g23039, g4709	g4709
OG0003788	g6344, g3881	g3881, g6344	g3881, g6344	g12099, g5587, g9427		g3620	g8721	g8721	g8721	g11275, g7458	g7458, g11275	g8721	g8721	g8721	g8721	g8721	g7458, g11275	g7458, g11275	g11275, g7458
OG0003789	g3907	g3907, g21864	g3907, g21864	g4543, g11240	mf_1211	g12835, g7313	g23323	g23323	g23323	g10810, g4071	g10810, g4071	g23323	g23323	g23323	g23323	g23323	g4071, g10810	g4071, g10810	g10810, g4071
OG0003790	g15546, g20347, g3948	g15546, g3948, g20347	g3948, g20347, g15546	g3308	mf_11854, mf_3665	g7407	g266	g266	g262, g266	g484	g484	g266	g266	g266	g266	g262, g266	g484	g484	g484
OG0003791	g3982	g3982	g3982	g11872, g4959, g8026	mf_6283		g17146, g8689	g8689, g17146	g17146, g8689	g14658	g14658	g8689, g17146	g8689, g17146	g17146, g8689	g8689, g17146	g17146, g8689	g14658	g14658	g14658
OG0003792	g4161	g4161	g4161	g16859, g16860		g1302, g13329	g17456, g3844	g3844, g17456	g17456, g3844	g5996	g5996	g17456, g3844	g17456, g3844	g17456, g3844	g3844, g17456	g3844, g17456	g5996	g5996	g5996
OG0003793	g14249, g4165	g4165, g14249	g4165, g14249				g5085	g5085	g5085	g5374, g16960, g13357	g5374, g16960, g13357	g5085	g5085	g5085	g5085	g5085	g5374, g16960	g13357, g16960, g5374	g16960, g13357, g5374
OG0003794	g9185, g4216	g4216	g4216	g20793, g17367	mf_10334	g12938	g8810, g2385	g8810, g2385	g2385, g8810	g12754	g12754	g8810, g2385	g8810	g2385, g8810	g8810, g2385	g2385, g8810	g12754	g12754	g12754
OG0003795	g12241, g4330	g12241, g4330	g12241, g4330	g64, g11341, g16234, g5418	mf_1086, mf_13350, mf_725, mf_6936	g12165	g5891	g5891	g5891	g12060	g12060	g5891	g5891	g5891	g5891	g5891	g12060	g12060	g12060
OG0003796	g16741, g4408	g16741, g4408	g16741, g4408	g914, g1519	mf_11020	g2504	g5539	g5539	g5539	g17477, g4294	g17477, g4294	g5539	g5539	g5539	g5539	g5539	g4294, g17477	g17477, g4294	g17477, g4294
OG0003797	g4499, g24166	g24166, g4499	g24166, g4499	g25360	mf_6303	g7843	g10437, g1168	g10437, g1168	g10437, g1168	g2862	g2862	g10437	g1168, g10437	g10437	g10437, g1168	g1168, g10437	g2862	g2862	g2862
OG0003798	g4506	g4506	g4506	g27872, g16771, g29670	mf_48		g19099, g2908	g19099, g2908	g19099, g2908	g9020	g9020	g19099, g2908	g2908, g19099	g19099, g2908	g2908, g19099	g19099, g2908	g9020	g9020	g9020
OG0003799	g4508	g4508	g4508	g9159, g23523	mf_181	g12333	g3689, g3693	g3689, g3693	g3689, g3693	g6181	g6181	g3693, g3689	g3689, g3693	g3693, g3689	g3693, g3689	g3693, g3689	g6181	g6181	g6181
OG0003800	g19817, g26610, g4544, g7070	g7070, g19817, g26610	g26610, g19817, g7070	g11514, g22365	mf_10903	g6869	g676	g676, g15264	g676	g824	g824	g676	g676	g676	g676	g676	g824	g22289	g824
OG0003801	g4560	g4560	g4560	g1950, g1943, g27997		g13625	g4883, g3390	g4883, g3390	g3390, g4883	g2464	g2464	g4883, g3390	g4883, g3390	g3390, g4883	g4883, g3390	g3390, g4883	g2464	g2464	g2464
OG0003802	g10363, g4658	g4658	g4658	g14962	mf_3200	g7154	g22900, g22694	g22694, g22900	g22900, g22694	g10436	g10436	g22694, g22900	g22694, g22900	g22694, g22900	g22900, g22694	g22694, g22900	g10436	g10436	g10436
OG0003803	g4692, g6119, g6766	g6119	g6119, g4692	g18663, g25596, g19923	mf_2113, mf_2446	g2949, g5592, g2950	g5008	g5008	g5008	g3033	g3033	g5008	g5008	g5008	g5008	g5008	g3033	g22624, g3033	g3033
OG0003804	g4693, g14518, g6118, g5913	g6118, g14518, g5913, g4693	g5913, g14518, g6118, g4693	g1732, g15154, g3368, g28571		g12420, g2948	g5007	g5007	g5007			g5007	g5007	g5007	g5007	g5007		g23777, g22623	
OG0003805	g4704, g4701	g4704, g4701	g4704	g16942		g7475	g11330, g22858	g11330, g22858	g11330, g22858	g18363	g18363	g22858, g11330	g22858, g11330	g22858, g11330	g11330, g22858	g22858, g11330	g18363	g18363	g18363
OG0003806	g4727, g11747	g4727, g11747	g11747, g4727	g7278, g16359	mf_2769	g9152	g10503	g10503	g10503	g4347, g3095	g3095, g4347	g10503	g10503	g10503	g10503	g10503	g4347, g3095	g4347, g3095	g3095, g4347
OG0003807	g16113, g4788	g16113, g4788	g4788, g16113	g18746, g2554	mf_9181	g3140	g4340	g4340	g4340	g17751, g9656	g9656, g17751	g4340	g4340	g4340	g4340	g4340	g17751, g9656	g9656, g17751	g9656, g17751
OG0003808	g10205, g19477, g4811	g19477, g10205, g4811	g4811, g10205, g19477	g12254, g14705			g13108, g15401	g15401, g13108	g15401, g13108			g13108, g15401	g15401, g13108	g15401, g13108	g13108, g15401	g13108, g15401		g22284	
OG0003809	g16597, g4860	g16597, g4860	g16597, g4860	g8479	mf_12260	g8694	g4879	g4879, g8694	g4879, g8694	g5585	g5585	g4879	g4879, g8694	g4879, g8694	g8694, g4879	g4879, g8694	g5585	g5585	g5585
OG0003810	g16133, g4879	g16133	g16133		mf_11039	g11720	g6093		g6093	g5940, g19923, g3277	g5940, g3277, g19923	g6093	g6093	g6093	g6093	g6093	g19923, g3277, g5940	g5940, g3277, g19923	g3277, g19923, g5940
OG0003811	g4987, g25632	g25632, g4987	g25632, g4987	g30275	mf_4346	g12511	g21447	g21447	g21447	g12734, g8316	g8316, g12734	g21447	g21447	g21447	g21447	g21447	g12734, g8316	g20697, g12734, g8316	g12734, g8316
OG0003812	g7521, g4996	g7521, g4996	g4996, g7521	g8925, g8929	mf_4861	g2978	g14951	g14951	g14951	g10782, g11704	g11704, g10782	g14951	g14951	g14951	g14951	g14951	g11704, g10782	g10782, g11704	g10782, g11704
OG0003813	g5061	g5061	g5061	g14119, g18551	mf_2979, mf_10376	g12646, g9311	g15785, g10862	g10862, g15785	g15785, g10862	g13466	g13466	g15785	g10862, g15785	g15785	g15785, g10862	g15785, g10862	g13466	g13466	g13466
OG0003814	g29945, g5096, g16381, g15980	g15980, g16381, g5096, g29945	g5096, g16381, g29945, g15980	g12921	mf_7366, mf_3109	g1751	g6645	g6645	g6645	g13792	g13792	g6645		g6645	g6645	g6645	g13792	g13792	g13792
OG0003815	g23876, g5168	g5168	g23876, g5168	g14579, g6723	mf_3788	g9560, g4444	g9046	g9046	g9046	g15456, g5239	g5239, g15456	g9046	g9046	g9046	g9046	g9046	g5239, g15456	g15456, g5239	g15456, g5239
OG0003816	g5172, g25985	g5172, g25985	g25985, g5172	g14575, g8114	mf_1896	g10792	g9050	g9050	g9050	g15454, g5243	g15454, g5243	g9050	g9050	g9050	g9050	g9050	g5243, g15454	g15454, g5243	g15454, g5243
OG0003817	g5669, g5188	g5669, g5188	g5669, g5188	g3799, g2559	mf_4298	g9130	g17767	g17767	g17767	g2018, g4864	g2018, g4864	g17767	g17767	g17767	g17767	g17767	g2018, g4864	g2018, g4864	g4864, g2018
OG0003818	g5212, g11051	g11051, g5212	g11051, g5212	g40, g13508	mf_2265, mf_10070	g277	g21613, g924	g924, g21613	g21613, g924			g21613, g924	g21613, g924	g21613, g924	g924, g21613	g924, g21613		g22896	
OG0003819	g24974, g19296, g5314	g5314, g24974, g19296	g5314, g19296, g24974			g3760	g332	g332	g332	g12500, g7134	g12500, g7134	g332	g332	g332	g332	g332	g7134, g12500	g12500, g7134	g7134, g12500
OG0003820	g5316	g5316	g5316	g27753, g19020		g9905	g18349, g19	g19, g18349	g19, g18349	g3491	g3491	g18349, g19	g18349, g19	g18349, g19	g18349, g19	g19, g18349	g3491	g24766, g3491	g3491
OG0003821	g5347, g10869	g5347, g10869	g5347	g129	mf_6971		g11345, g18489	g18489, g11345	g18489, g11345	g18425	g18425	g18489, g11345	g18489, g11345	g18489, g11345	g18489, g11345	g11345, g18489	g18425	g18425	g18425
OG0003822	g8268, g5370	g5370, g8268	g5370, g8268	g10190, g1409	mf_13324	g9763	g5759	g5759	g5759	g11147, g11496	g11496, g11147	g5759	g5759	g5759	g5759	g5759	g11147, g11496	g11496, g11147	g11496, g11147
OG0003823	g24115, g5384	g24115, g5384	g5384, g24115	g24742, g17484	mf_8015	g6511	g23702	g23702	g23702	g15311, g13554	g13554, g15311	g23702	g23702	g23702	g23702	g23702	g15311, g13554	g13554, g15311	g13554, g15311
OG0003824	g23611, g5421, g11479	g23611, g11479	g11479, g23611	g29289, g29910		g10710	g21681	g21681	g21681	g1363, g10349	g10349, g1363	g21681	g21681	g21681	g21681	g21681	g10349, g1363	g1363, g10349	g10349, g1363
OG0003825	g5422	g5422	g5422	g25264, g18121		g3285, g1898	g11682, g16973	g16973, g11682	g11682, g16973	g17737	g17737	g11682	g16973, g11682	g11682, g16973	g16973, g11682	g11682, g16973	g17737	g17737, g21933	g17737
