	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0003452	g24540	g22562, g24540	g24540	g7967, g4813			g17758, g8644	g8644	g17758, g8644			g17758, g8644	g17758, g8644	g8644, g17758	g8644, g17758	g8644, g17758			
OG0003453	g24807	g24807	g24807	g13477	mf_4807		g13179, g21596	g21596, g13179	g21596, g13179			g13179, g21596	g21596, g13179	g21596, g13179	g21596, g13179	g13179, g21596			
OG0003454	g25194	g25194	g25194	g10142, g19896	mf_657	g6941	g13281	g13281	g13281	g1054	g1054	g13281	g13281	g13281	g13281	g13281	g1054	g1054, g22714	g1054
OG0003455	g25346	g25346	g25346	g21484, g23082, g25517	mf_5555	g8807	g1354	g1354	g1354	g13522	g13522	g1354	g1354	g1354	g1354	g1354	g13522	g13522	g13522
OG0003456	g25382	g25382	g25382	g5900	mf_4698		g5275, g5286	g5275, g5286	g5275, g5286			g5275	g5286, g5275	g5275, g5286	g5275, g5286	g5286, g5275		g25045	
OG0003457	g25857, g26522	g26522, g25857	g26522, g25857	g18101	mf_11322		g12570	g12570	g12570	g9766	g9766	g12570	g12570	g12570	g12570	g12570	g9766	g9766	g9766
OG0003458	g25905	g25905	g25905	g5397, g7860, g6582, g15618, g15394, g2997, g4587, g10947	mf_52	g2352	g17314	g17314	g17314			g17314	g17314	g17314	g17314	g17314			
OG0003459	g26725, g8583	g8583, g26725	g8583		mf_14405	g11172	g5715	g5715	g5715	g5367	g5367	g5715	g5715	g5715	g5715	g5715	g5367	g22723, g5367	g5367
OG0003460	g27005	g27005	g27005	g10109	mf_11470		g18963, g12857	g12857, g18963	g12857, g18963			g12857, g18963	g18963, g12857	g18963, g12857	g12857, g18963	g18963, g12857			
OG0003461	g27173, g27065	g27173, g27065	g27173	g6569			g502	g502	g502	g2940	g2940	g502	g502	g502	g502	g502	g2940	g3909, g2940	g3909, g2940
OG0003462	g27172	g27172	g27172	g25100		g6124	g8673, g8681	g8673, g8681	g8673, g8681			g8681, g8673	g8681, g8673	g8681, g8673	g8681, g8673	g8681, g8673			
OG0003463	g27398, g2659	g27398	g2659, g27398	g9837	mf_10958	g10855	g10914	g10914	g10914	g7717	g7717	g10914	g10914	g10914	g10914	g10914	g7717	g7717	g7717
OG0003464	g27545	g27545, g24333	g27545	g28843	mf_14982	g9370, g4642	g3798	g3798	g3798	g16704	g16704	g3798	g3798	g3798	g3798	g3798	g16704	g16704	g16704
OG0003465	g28604	g28604	g28604				g19417	g19417	g19417	g9442, g2310	g9442, g2310	g19417	g19417	g19417	g19417	g19417	g9442, g2310	g2310, g9442	g2310, g9442
OG0003466	g28797	g28797	g28797	g10338, g1153, g1156	mf_8580	g11869	g4802	g4802	g4802	g12449	g12449	g4802	g4802	g4802	g4802	g4802	g12449	g12449	g12449
OG0003467	g29532	g29532	g29532		mf_10595	g11166	g5551, g13785	g13785, g5551	g5551, g13785			g5551, g13785	g5551, g13785	g5551, g13785	g5551, g13785	g13785, g5551			
OG0003468	g29977	g29977	g29977	g1092, g12259	mf_373	g8726	g12442	g12442	g12442	g17326	g17326	g12442	g12442	g12442	g12442	g12442	g17326	g17326, g994	g17326
OG0003469	g30193	g30193	g30193	g15991, g8312	mf_5568	g4659	g21307	g21307	g21307	g98	g98	g21307	g21307	g21307	g21307	g21307	g98	g23849, g98	g98
OG0003470	g30222	g30222	g30222	g19916, g19920	mf_11544, mf_12923	g30	g15926	g15926	g15926	g3136	g3136	g15926	g15926	g15926	g15926	g15926	g3136	g3136	g3136
OG0003471	g938	g938	g938	g10005, g23460, g13861	mf_8927	g7936	g13939	g13939	g13939	g9839	g9839	g13939	g13939	g13939	g13939	g13939	g9839	g9839	g9839
OG0003472	g2120	g2120	g2120	g1212, g11756		g6578, g10632	g3982	g3982	g3982	g12520	g12520	g3982	g3982	g3982	g3982	g3982	g12520	g12520, g13615	g12520
OG0003473	g4843		g4843	g2112	mf_5301	g5074	g22231, g4794	g4794, g22231	g22231, g4794			g22231, g4794	g22231, g4794	g4794, g22231	g4794, g22231	g22231, g4794			
OG0003474	g10246, g5457	g5457, g10246	g10246	g25501	mf_10317	g14167	g35	g35	g35	g9275	g9275	g35	g35	g35	g35	g35	g9275	g9275	g9275
OG0003475	g6079	g6079	g6079	g5243		g5671	g3714, g6839	g6839, g3714	g6839, g3714			g3714, g6839	g6839, g3714	g3714, g6839	g6839, g3714	g6839, g3714			
OG0003476	g7645	g7645	g3548, g7645	g4809, g4806	mf_7311	g525	g7406	g7406	g7406	g639	g639	g7406	g7406	g7406	g7406	g7406	g639	g639	g639
OG0003477	g8499	g8499	g8499	g25359		g7155	g1167, g15395	g15395, g1167	g15395, g1167			g15395, g1167	g15395, g1167	g1167, g15395	g1167, g15395	g15395, g1167			
OG0003478	g8642	g8642	g8642	g27510		g10035	g19079, g21245	g21245, g19079	g21245, g19079			g19079, g21245	g21245, g19079	g21245, g19079	g21245, g19079	g19079, g21245			
OG0003479	g9434, g15525	g15525, g9434	g15525, g9434	g19494, g19444	mf_14665	g10147				g16985, g7743	g16985, g7743						g7743, g16985	g20844, g16985, g7743	g7743, g16985
OG0003480	g9461			g11442, g19092	mf_8876	g1695	g24399, g22223	g24399, g22223	g22223, g24399			g24399, g22223	g24399, g22223	g24399, g22223	g24399, g22223	g24399, g22223			
OG0003481	g9935			g4288	mf_10909	g3104	g21513, g4745	g4745, g21513	g4745, g21513			g21513, g4745	g21513, g4745	g4745, g21513	g4745, g21513	g4745, g21513		g7650	
OG0003482	g15443	g15443	g15443	g6761, g2884		g13112, g13111	g5671	g5671	g5671	g17533	g17533	g5671	g5671	g5671	g5671	g5671	g17533	g24611, g17533	g17533
OG0003483	g17329	g17329	g17329				g20324, g604	g604, g20324	g20324, g604			g604, g20324	g604, g20324	g20324, g604	g604, g20324	g604, g20324		g24836, g16744	
OG0003484	g24698	g24698	g14976, g24698	g9626, g25433, g23330		g4218	g1250	g1250	g1250	g15060	g15060	g1250	g1250	g1250	g1250	g1250	g15060	g15060	g15060
OG0003485	g26205	g26205	g26205	g28115			g13626, g1728	g1728, g13626	g13626, g1728			g13626, g1728	g1728, g13626	g1728, g13626	g13626, g1728	g13626, g1728		g2651	
OG0003486	g26712	g26712	g26712			g11189	g18791, g6572	g6572, g18791	g18791, g6572			g18791, g6572	g18791, g6572	g18791, g6572	g18791, g6572	g18791, g6572		g21341	
OG0003487		g866	g866	g16862, g26525			g10857	g10857	g10857	g9029, g7326	g9029	g10857	g10857	g10857	g10857	g10857	g9029, g7326	g9029, g7326	g7326, g9029
OG0003488		g5893	g5893	g27004			g1326	g1326	g1326	g13242, g2129	g13242, g2129	g1326	g1326	g1326	g1326	g1326	g2129, g13242	g13242, g2129	g13242, g2129
OG0003489		g6821			mf_1728, mf_13442		g3824	g3824	g3824	g17679, g18080	g18080, g17679	g3824	g3824	g3824	g3824	g3824	g18080, g17679	g17679, g18080	g17679, g18080
OG0003490		g8550		g3705, g26603, g17735			g9308, g3388	g3388, g9308	g9308, g3388		g4173	g9308, g3388	g9308	g9308, g3388	g9308, g3388	g3388, g9308	g4173		
OG0003491		g18262	g18262, g15698	g18982, g5890, g3326	mf_2945		g14442	g14444	g14442	g16341, g9795	g13721	g14442, g14444	g14444, g14442	g14442		g23204	g13721	g16341	
OG0003492		g24647, g23265	g23265, g24647	g3475, g30285	mf_14397	g4728	g16762	g16762	g16762	g5292	g5292	g16762	g16762	g16762	g16762	g16762	g5292	g5292	g5292
OG0003493		g26058	g26058			g5242	g8841	g8841	g8841	g402, g1934	g1934, g402	g8841	g8841	g8841	g8841	g8841	g1934, g402	g402, g1934	g402, g1934
OG0003494		g6863				g1849	g20127, g17448	g20127, g17448	g20127, g17448	g4729	g4729	g17448	g17448, g20127	g17448	g20127, g17448	g20127, g17448	g4729	g4729	g4729
OG0003495		g26471	g26471		mf_3830, mf_8966, mf_10686		g19767, g2314	g2314, g19767	g19767, g2314			g19767, g2314	g2314, g19767	g19767, g2314	g2314, g19767	g19767, g2314			
OG0003496		g16168		g5087	mf_7607, mf_11101, mf_3563	g6402				g5655, g11909, g11911	g11911, g11909, g5655						g11911, g11909, g5655	g5655, g11909, g11911	g11911, g11909, g5655
OG0003497			g2156		mf_12740, mf_13822, mf_14324, mf_3334		g14772, g14770	g14772, g14770	g14772, g14770			g14770, g14772	g14772, g14770	g14770, g14772	g14770, g14772	g14770, g14772			
OG0003498			g4282, g20179		mf_6129		g12154	g12154	g12154	g15864, g6633	g6633, g15864	g12154	g12154	g12154	g12154	g12154	g6633, g15864	g6633, g15864	g15864, g6633
OG0003499			g25624	g5159, g20061			g9853	g9853	g9853	g8022, g18676	g8022, g18676	g9853	g9853	g9853	g9853	g9853	g8022, g18676	g18676, g8022	g18676, g8022
OG0003500				g2162	mf_5315	g11939	g18113	g18113	g18113	g6234, g6231	g6231, g6234	g18113	g18113	g18113	g18113	g18113	g6234, g6231	g6234, g6231	g6231, g6234
OG0003501				g9936, g2346, g2348	mf_14113		g12312, g16938	g12312, g16938	g16938, g12312			g16938, g12312	g12312, g16938	g12312, g16938	g16938, g12312	g12312, g16938		g8451	
OG0003502				g5164, g2387	mf_14616		g5939	g5939	g5939	g17499, g12910	g17499, g12910	g5939	g5939	g5939	g5939	g5939	g17499, g12910	g12910, g17499	g12910, g17499
OG0003503				g14553, g2429	mf_2261		g283	g283	g283	g19157, g8189	g8189, g19157	g283	g283	g283	g283	g283	g19157, g8189	g19157, g8189	g19157, g8189
OG0003504				g3759, g24119		g11410	g10839	g10839	g10839	g1737, g11042	g1737, g11042	g10839	g10839	g10839	g10839	g10839	g11042, g1737	g1737, g11042	g11042, g1737
OG0003505				g23400, g3876, g18829	mf_3131, mf_13552		g6691, g20734	g6691, g20734	g20734, g6691			g20734, g6691	g20734, g6691	g6691, g20734	g20734, g6691	g20734, g6691			
OG0003506				g4121, g4022		g7588	g5158	g5158	g5158	g13260, g12759	g12759, g13260	g5158	g5158	g5158	g5158	g5158	g12759, g13260	g13260, g12759	g12759, g13260
OG0003507				g4193	mf_12132	g7347	g9427	g9427	g9427	g16084, g7270	g16084, g7270	g9427	g9427	g9427	g9427	g9427	g7270, g16084	g16084, g7270	g7270, g16084
OG0003508				g6278, g4547	mf_9122		g10737	g10737	g10737	g9707, g13312	g9707, g13312	g10737	g10737	g10737	g10737	g10737	g13312, g9707	g9707, g13312	g13312, g9707
OG0003509				g5668	mf_7965	g10490	g15251	g15251	g15251	g2135, g816	g816, g2135	g15251	g15251	g15251	g15251	g15251	g816, g2135	g816, g2135	g2135, g816
OG0003510				g6009	mf_10096		g12097	g12097	g12097	g5580, g16735	g5580, g16735	g12097	g12097	g12097	g12097	g12097	g16735, g5580	g5580, g16735, g22834	g5580, g16735
OG0003511				g6305	mf_4760	g10870	g2069	g2069	g2069	g5225, g6692	g6692, g5225	g2069	g2069	g2069	g2069	g2069	g6692, g5225	g6692, g5225	g6692, g5225
OG0003512				g19563, g7023, g20735	mf_4796	g10655	g12396, g13978	g13978	g13978	g10398	g10398	g13978	g12396, g13978	g13978	g13978	g12396, g13978	g10398	g10398	g10398
OG0003513				g29235, g7554, g20857	mf_5519	g8446	g6065, g6072	g6065, g6072	g6072, g6065			g6072, g6065	g6065, g6072	g6065, g6072	g6065, g6072	g6072, g6065			
OG0003514				g8216	mf_8789	g14346	g5832	g5832	g5832	g9849, g3722	g9849, g3722	g5832	g5832	g5832	g5832	g5832	g3722, g9849	g9849, g3722	g3722, g9849
OG0003515				g18263, g9647, g8408			g14650	g14650	g14650	g14312, g13926	g13926, g14312	g14650	g14650	g14650	g14650	g14650	g14312, g13926	g14312, g13926	g14312, g13926
OG0003516				g8461, g14613	mf_9670		g3355	g3355	g3355	g269, g11726	g11726, g269	g3355	g3355	g3355	g3355	g3355	g11726, g269	g269, g11726	g11726, g269
OG0003517				g15299, g10304	mf_9738, mf_7244	g3960	g3502, g22016	g3502, g22016	g22016, g3502			g22016, g3502	g22016, g3502	g3502, g22016	g22016, g3502	g3502, g22016			
OG0003518				g10766, g18833	mf_1438, mf_2330	g7969	g18971, g18970	g18970, g18971	g18971, g18970			g18970, g18971	g18970, g18971	g18970, g18971	g18970, g18971	g18970, g18971			
OG0003519				g11098	mf_5504	g10631	g9593	g9593	g9593	g13863, g8709	g8709, g13863	g9593	g9593	g9593	g9593	g9593	g13863, g8709	g13863, g8709	g8709, g13863
OG0003520				g4986, g11120, g17631		g11557, g3673	g2424	g2424	g2424	g17483, g281	g281, g17483		g2424		g2424	g2424	g281, g17483	g17483, g281	g281, g17483
OG0003521				g11211, g11217		g254, g1367	g22194	g22194	g22194	g7285, g11903	g11903, g7285	g22194		g22194	g22194	g22194	g11903, g7285	g11903, g7285	g7285, g11903
OG0003522				g12441			g12646, g842	g842, g12646	g12646, g842	g15407	g15407	g12646, g842	g12646, g842	g12646, g842	g12646	g12646, g842	g15407	g15407	g15407
OG0003523				g14547, g16868	mf_2648	g5251	g12113, g5068	g5068, g12113	g12113, g5068			g5068, g12113	g12113, g5068	g12113, g5068	g5068, g12113	g5068, g12113		g21625	
OG0003524				g18856	mf_14850	g2715	g20090	g20090	g20090	g13245, g4575	g13245, g4575	g20090	g20090	g20090	g20090	g20090	g13245, g4575	g13245, g4575	g13245, g4575
OG0003525				g20334	mf_12482	g10100	g6917	g6917	g6917	g19298, g18305	g19298, g18305	g6917	g6917	g6917	g6917	g6917	g19298, g18305	g18305, g19298	g18305, g19298
OG0003526				g23250	mf_8462		g4180, g3007	g4180, g3007	g3007	g14759	g14759	g4180, g3007	g3007, g4180	g3007, g4180	g3007	g4180, g3007	g14759	g14759	g14759
OG0003527				g24668		g3230	g1170	g1170	g1170	g20222, g1794	g1794, g20222	g1170	g1170	g1170	g1170	g1170, g20075	g1794, g20222	g1794, g20222	g1794, g20222
OG0003528				g24900	mf_10669	g3902	g10140	g10140	g10140	g4649, g2876	g4649, g2876	g10140	g10140	g10140	g10140	g10140	g2876, g4649	g4649, g2876	g4649, g2876
OG0003529				g26889	mf_10782	g12347	g196	g196	g196	g11930, g18599	g11930, g18599	g196	g196	g196	g196	g196	g18599, g11930	g18599, g11930	g11930, g18599
OG0003530				g29116	mf_4793		g23572	g23572	g23572	g7316, g2900	g2900, g7316	g23572	g23572	g23572	g23572	g23572	g7316, g2900	g7316, g21650, g2900	g7316, g2900
OG0003531				g29730	mf_7060, mf_5139, mf_13623, mf_3399, mf_544, mf_12800, mf_9103, mf_12411, mf_6153, mf_8701, mf_6903, mf_4240, mf_9552, mf_9948, mf_4745, mf_4331, mf_14161, mf_12138, mf_1686, mf_9142														
OG0003532				g30372		g7217, g6634	g3625	g3625	g3625	g1754, g10138	g10138, g1754	g3625	g3625	g3625	g3625	g3625	g10138, g1754	g10138, g1754	g1754, g10138
OG0003533					mf_11659, mf_8275, mf_10625, mf_4759	g3802	g6042, g6041	g6041, g6042	g6041, g6042			g6042, g6041	g6042, g6041	g6042, g6041	g6042, g6041	g6042, g6041			
OG0003534					mf_14448, mf_9779	g8870, g9198, g6599, g4462				g4592, g6428, g10302	g4592, g6428, g10302						g10302, g4592, g6428	g4592, g10302, g6428	g6428, g10302, g4592
OG0003535					mf_13300		g15425, g15422	g15425, g15422	g15425, g15422	g3800	g3800	g15425, g15422	g15425	g15425, g15422	g15422, g15425	g15425, g15422	g3800	g3800	g3800
OG0003536							g6246, g12713	g6246, g12713	g12713, g6246	g5043	g5043	g6246, g12713	g12713, g6246	g6246, g12713	g6246, g12713	g6246, g12713	g5043	g5043	g5043
OG0003537							g8234, g16132	g8234, g16132	g16132, g8234	g4514	g4514	g8234, g16132	g8234, g16132	g16132, g8234	g16132, g8234	g16132, g8234	g4514	g4514	g4514
OG0003538							g14280, g15911	g15911, g14280	g14280, g15911	g5001	g5001	g15911, g14280	g15911, g14280	g14280, g15911	g14280, g15911	g15911, g14280	g5001	g5001	g5001
OG0003539								g12862, g14271	g14271, g12862	g9391, g11693	g11693, g9391	g12862, g14271	g12862, g14271	g14271	g14271	g12862	g9391, g11693	g11693, g9391	g12307, g11693
OG0003540	g7	g7	g7	g3770, g602	mf_8454	g3425	g13042	g13042	g13042	g17397	g17397	g13042	g13042	g13042	g13042	g13042	g17397	g17397	g17397
OG0003541	g35	g35	g35	g14029	mf_4070					g5497, g7601	g5497, g7601	g3653	g3653	g3653	g3653	g3653	g7601, g5497	g5497, g7601	g5497, g7601
OG0003542	g13481, g77	g77, g13481	g13481, g77		mf_11687		g2375	g2375	g2375	g15563	g15563	g2375	g2375	g2375	g2375	g2375	g15563	g15563	g15563
OG0003543	g23669, g89	g89, g23669	g23669, g89	g18089, g16810, g17233	mf_2116	g4979	g12192	g12192	g12192			g12192	g12192	g12192	g12192	g12192	g1296		
OG0003544	g876, g154, g12291	g876, g12291	g876, g12291, g154	g8151		g12794				g11243, g13627	g13627, g11243						g11243, g13627	g13627, g11243	g13627, g11243
OG0003545	g168, g2828		g2828	g22168, g22380	mf_13993	g2000	g23546	g23546	g23546	g6990	g6990	g23546	g23546	g23546	g23546	g23546	g6990	g6990	g6990
OG0003546	g234		g234	g17565	mf_5643	g5453	g8154	g8154	g8154	g12247	g12247	g8154, g20297	g8154	g8154	g8154	g20297, g8154	g12247	g12247	g12247
OG0003547	g19811, g276	g19811	g276, g19811	g9703	mf_9311	g6680	g12288		g12288	g13824	g13824	g12288	g12288	g12288	g12288	g12288	g13824	g13824	g13824
OG0003548	g17401, g363, g9714	g17401, g9714, g363	g17401, g9714, g363	g24407			g17206	g17206	g17206			g17206	g17206	g17206	g17206	g17206		g23866, g5403	
OG0003549	g385, g3100	g3100, g385	g3100	g7162	mf_14373		g5332	g5332	g5332	g4111	g4111	g5332	g5332	g5332	g5332	g5332	g4111	g4111	g4111
OG0003550	g422, g16994	g16994, g422	g16994, g422		mf_7467		g2272	g2272	g2272	g6492	g6492	g2272	g2272	g2272	g2272	g2272	g6492	g6492	g6492
OG0003551	g27521, g484	g27521	g484	g25431	mf_7507	g1656	g1252	g1252	g1252	g3553	g3553	g1252	g1252	g1252	g1252	g1252	g3553	g3553	g3553
OG0003552	g541, g3693	g3693, g541	g3693, g541	g1260, g1262	mf_2576	g11372				g19238, g15043	g19238, g15043						g19238, g15043	g15043, g19238	g19238, g15043
OG0003553	g617, g19587, g5648	g617, g5648	g617, g19587, g5648		mf_8429		g12066	g12066	g12066			g12066	g12066	g12066	g12066	g12066	g5277	g5277, g22033	
OG0003554	g723	g723		g3107		g9895	g15546, g795	g795	g795	g7246	g7246	g795, g15546	g795, g15546	g795	g795	g795	g7246	g7246	g7246
OG0003555	g809	g809	g809	g1522, g13810		g12531, g3421	g1365	g1365	g1365	g5587	g5587	g1365	g1365	g1365	g1365	g1365	g5587	g5587	g5587
OG0003556	g915	g915	g915	g17181, g4838	mf_5137	g8292	g9371	g9371	g9371	g3069	g3069	g9371	g9371	g9371	g9371	g9371	g3069	g3069	g3069
OG0003557	g953	g953	g953	g12104, g12103, g25683, g20321	mf_14237	g11553, g160, g449	g5899	g5899	g5899			g5899	g5899	g5899	g5899	g5899		g23504	
OG0003558	g1087, g13573	g1087, g13573	g13573, g1087	g5491			g22309	g22309	g22309	g10084	g10084	g22309	g22309	g22309	g22309	g22309	g10084	g10084	g10084
OG0003559	g1105	g1105	g1105	g20330	mf_13927	g11847	g17566	g17566	g17566	g5319	g5319	g17566	g17566	g17566	g17566	g17566	g5319	g5319, g22688	g5319
OG0003560	g1179	g1179	g1179	g12537, g26944	mf_7998	g2494	g10186	g10186	g10186	g2637	g2637	g10186	g10186	g10186	g10186	g10186	g2637	g2637	g2637
OG0003561	g1205	g1205	g1205	g10719, g3364		g10914	g380	g380	g380	g680	g680	g380	g380	g380	g380	g380	g680	g680, g22153	g680
OG0003562	g6485, g1241	g6485, g1241	g1241, g6485		mf_1915	g17		g1839	g1839	g10352	g10352	g1839	g1839	g1839	g1839	g1839	g10352	g10352	g10352
OG0003563	g1327	g1327	g1327	g8315			g16085, g6946	g6946, g16085	g6946, g16085			g6946, g16085	g6946, g16085	g6946, g16085	g16085, g6946	g6946, g16085			
OG0003564	g1350	g1350	g1350	g25333, g9374	mf_14986	g5820	g1953	g1953	g1953	g443	g443	g1953	g1953	g1953	g1953	g1953	g443	g443	g443
OG0003565	g6021, g1499	g6021, g1499	g1499, g6021		mf_6232		g23336	g23336	g23336	g8217	g8217	g23336	g23336	g23336	g23336	g23336	g8217	g8217	g8217
OG0003566	g1542	g1542	g1542	g7679, g11155	mf_10352	g2810	g9208		g9208	g17442	g17442	g9208	g9208	g9208	g9208	g9208	g17442	g23160, g17442	g17442
OG0003567	g1584	g1584	g1584	g8465, g773, g14610		g5553	g3359	g3359	g3359	g5768	g5768	g3359	g3359	g3359	g3359	g3359	g5768	g5768	g5768
OG0003568	g1636, g19540	g19540, g1636	g19540		mf_136	g9656	g13398	g13398	g13398	g6115	g6115	g13398	g13398	g13398	g13398	g13398	g6115	g6115	g6115
OG0003569	g24091, g1723		g1723, g24091	g7226	mf_14410	g9512	g22879	g22879	g22879	g3439	g3439	g22879	g22879	g22879	g22879	g22879	g3439	g3439	g3439
OG0003570	g24093, g1725	g1725, g24093	g1725, g24093	g7228			g22877	g22877	g22877	g3437	g3437	g22877	g22877	g22877	g22877	g22877	g3437	g3437	g3437
OG0003571	g1745			g25469	mf_7412	g6751	g11590, g11591	g11591, g11590	g11590, g11591			g11590, g11591	g11590, g11591	g11590, g11591	g11591, g11590	g11590, g11591			
OG0003572	g1766, g11525	g11525, g1766	g11525, g1766			g2535	g1628	g1628	g1628	g19112	g19112	g1628	g1628	g1628	g1628	g1628	g19112	g19112	g19112
OG0003573	g1852, g19363, g16164	g1852, g19363, g16164	g16164, g19363, g1852	g7920	mf_7112	g10414	g15056	g15056	g15056			g15056	g15056	g15056	g15056	g15056			
OG0003574	g1906, g10407	g1906, g10407	g1906, g10407	g30688	mf_11314		g9598	g9598	g9598	g16192	g16192	g9598	g9598	g9598	g9598	g9598	g16192	g16192	
OG0003575	g16768, g8175, g1932	g8175, g1932, g16768	g16768, g1932, g8175	g25386, g20653, g2770		g1809, g3997				g7415	g7415						g7415	g7415, g5285	g7415
OG0003576	g2080, g1981	g2080	g2080	g10266, g21878		g12312	g8972	g8972	g8972	g15654	g15654	g8972	g8972	g8972	g8972	g8972	g15654	g15654	g15654
OG0003577	g2167, g7232, g24196	g7232	g7232	g3386		g7081	g12207	g12207	g12207	g19555	g19555	g12207	g12207	g12207	g12207	g12207	g19555	g19555	g19555
OG0003578	g2182, g15882	g15882, g2182	g2182, g15882	g15155			g21511	g21511	g21511	g7114	g7114	g21511	g21511	g21511	g21511	g21511	g7114	g7114	g7114
OG0003579	g2229, g11055	g11055	g11055	g7743, g20106, g2976	mf_2241, mf_1476	g403	g21503	g21503	g21503		g7841	g21503	g21503	g21503	g21503	g21503	g7841		
OG0003580	g2333, g6598	g2333, g6598	g2333, g6598	g16380, g9302	mf_10838	g285				g16592, g8785	g16592, g8785						g8785, g16592	g8785, g16592	g16592, g8785
OG0003581	g2352, g10685	g2352, g10685	g2352, g10685			g11576	g915	g915	g915	g8835	g8835	g915	g915	g915	g915	g915	g8835	g8835	g8835
OG0003582	g2367	g2367	g2367	g4444, g17270		g4209	g21974	g21974	g21974	g10310	g10310	g21974	g21974	g21974	g21974	g21974	g10310	g10310, g8656	g10310
OG0003583	g2373	g2373	g2373	g8445, g7412	mf_3002, mf_11506		g21969	g21969	g21969	g4094	g4094	g21969	g21969	g21969	g21969	g21969	g4094	g4094	g4094
OG0003584	g2481, g22179, g18886	g18886, g22179, g2481	g22179	g6847	mf_1052					g10465, g17906	g10465, g17906						g17906, g10465	g17906, g21703, g10465	g10465, g17906
OG0003585	g2497, g6798	g2497, g6798	g2497, g6798		mf_9190, mf_2764		g15857		g15857	g18664	g18664	g15857	g15857	g15857	g15857	g15857	g18664	g18664	g18664
OG0003586	g2715	g2715	g2715	g23841	mf_6992	g2851	g8135	g8135	g8135	g8771	g8771	g8135	g8135	g8135	g8135	g8135	g8771	g20897, g8771	g8771
OG0003587	g16782, g2799	g16782	g16782, g2799		mf_4851		g8526, g4164	g8526	g8526	g3835	g3835	g8526		g8526	g8526	g4164, g8526	g3835	g3835	g3835
OG0003588	g2916, g22737	g2916, g22737	g22737, g2916	g9219	mf_14825		g12960	g12960	g12960	g2767	g2767	g12960		g12960	g12960	g12960	g2767	g2767	g2767
OG0003589	g2999, g21763	g2999, g21763	g2999, g21763	g3794, g13834, g17114	mf_548		g8619	g8619	g8619			g8619	g8619	g8619	g8619	g8619		g24814, g23871	
OG0003590	g3018	g3018	g3018	g9173, g4329	mf_1626	g9297	g2558	g2558	g2558	g14103	g14103	g2558	g2558	g2558	g2558	g2558	g14103	g14103	g14103
OG0003591	g3025, g18232, g3029, g1292	g3029, g3025, g1292	g3025, g1292, g3029	g5038, g10931	mf_5462, mf_10443					g9243	g9243						g9243	g9243, g7352	g9243
OG0003592	g3026	g3026, g4318	g3026, g4318	g5037	mf_10018		g10770	g10770	g10770	g7354	g7354	g10770	g10770	g10770	g10770	g10770	g7354	g7354	g7354
OG0003593	g3102	g3102	g3102	g23354, g23353		g8652	g22334	g22334	g22334	g13948	g13948	g22334	g22334	g22334	g22334	g22334	g13948	g13948, g6136	g13948
OG0003594	g3114, g20164	g3114, g20164	g20164, g3114		mf_7267		g17664	g17664	g17664	g9823	g9823	g17664	g17664	g17664	g17664	g17664	g9823	g9823	g9823
OG0003595	g3194, g13623	g13623	g13623, g3194	g13088, g13084			g12428	g12428	g12428	g12400	g12400	g12428	g12428	g12428	g12428	g12428	g12400	g12400	g12400
OG0003596	g3251	g3251	g3251	g2450	mf_2070	g2918, g3677	g13182	g13182	g13182	g7329	g7329	g13182	g13182	g13182	g13182	g13182	g7329	g7329	g7329
OG0003597	g29479, g3328	g29479, g3328	g29479, g3328	g26723, g13624, g20315	mf_8485					g15745, g2399	g15745, g2399						g2399, g15745	g2399, g15745	g15745, g2399
OG0003598	g18398, g3343	g18398	g18398, g3343	g28031	mf_10398		g11925	g11925	g11925	g16321	g16321	g11925	g11925	g11925	g11925	g11925	g16321	g16321	g16321
OG0003599	g3528, g6278	g3528	g3528	g2054, g2055	mf_6203		g3262	g3262	g3262	g12958	g12958	g3262	g3262	g3262	g3262	g3262	g12958	g12958	g12958
OG0003600	g3556	g3556	g3556	g26972, g12545	mf_7887	g5355	g9303	g9303	g9303	g5007	g5007	g9303	g9303	g9303	g9303	g9303	g5007	g5007	g5007
OG0003601	g3571, g7026		g3571, g7026	g15439, g8383		g5071	g5368	g5368	g5368	g3612	g3612	g5368	g5368	g5368	g5368	g5368	g3612	g3612	g3612
OG0003602	g7561, g3698		g3698	g5971, g4789		g8105	g5751	g5751	g5751	g9997	g9997	g5751	g5751	g5751	g5751	g5751	g9997	g9997, g21237	g9997
OG0003603	g9953, g3708	g9953	g9953	g15944, g15062		g9946	g709	g709	g709	g8497	g8497	g709	g709	g709	g709	g709	g8497	g8497	g8497
OG0003604	g3731	g3731	g3731	g21059			g8345, g17081	g8345, g17081	g17081, g8345			g8345, g17081	g17081, g8345	g17081, g8345	g17081, g8345	g17081, g8345			
OG0003605	g3784, g18939	g3784, g18939	g18939, g3784			g7043	g22727	g22727	g22727	g8182	g8182	g22727	g22727	g22727	g22727	g22727	g8182	g8182	g8182
