	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0000483	g18341, g3767	g3767, g18341	g18341, g3767	g28757, g27551, g14759	mf_4639, mf_12887	g9006	g16683, g16525	g16525, g16683	g16525, g16683	g10585, g9381, g5419, g17267	g5419, g17267, g10585, g9381	g16525, g16683	g16525, g16683	g16683, g16525	g16683, g16525	g16683, g16525	g17267, g9381, g10585, g5419	g10585, g17267, g5419, g9381	g5419, g9381, g17267, g10585
OG0000484	g10271, g4217	g4217, g10271	g10271, g4217	g25424, g28269, g11016, g12121	mf_8122, mf_6280	g12937, g12936	g8809, g2386, g15046	g2386, g8809, g15046	g2386, g8809, g15046	g16770, g12753	g16770, g12753	g8809, g15046, g2386	g8809, g15046, g2386	g2386, g15046, g8809	g2386, g8809, g15046	g2386, g8809, g15046	g16770, g12753	g12753, g16770	g16770, g12753
OG0000485	g15585, g7088, g5237	g15585, g5237, g7088	g5237, g7088, g15585	g8220, g3504, g3505		g13507	g8411, g23598, g13276	g23598, g8411, g13276	g23598, g8411, g13276	g3923, g330	g3923, g330	g23598, g13276, g8411	g23598, g13276, g8411	g13276, g8411, g23598	g13276, g8411, g23598	g8411, g13276, g23598	g330, g3923	g23465, g3923, g330	g330, g3923
OG0000486	g9743, g16053, g20935, g5373	g16053, g9743, g5373	g5373			g7731	g17793, g9478, g17447	g17793, g17447, g9478	g9478, g17793, g17447	g12005, g18275, g17582	g17582, g12005	g17447, g17793, g9478	g9478, g17447, g17793	g17793, g9478, g17447	g9478, g17447, g17793	g17793, g17447, g9478	g18275, g17582, g12005	g21868, g12005, g18275, g17582	g17582, g12005, g18275
OG0000487	g18409, g24933, g5564	g18409, g5564, g24933	g18409, g5564, g24933	g28123, g1220	mf_11154	g14340	g22890, g1062, g7910	g1062, g7910, g22890	g22890, g1062, g7910	g13846, g3457	g13846, g3457	g1062, g7910, g22890	g1062, g22890, g7910	g1062, g7910, g22890	g22890, g1062, g7910	g1062, g22890, g7910	g13846, g3457	g13846, g3457, g22845	g13846, g3457
OG0000488	g5616, g9985	g5616, g9985	g5616, g9985	g3854	mf_14501	g5185	g3869, g17021, g3881	g3869, g3881, g17021	g3869, g17021, g3881	g284, g17457, g16135	g284, g16135, g17457	g17021, g3869, g3881	g3881, g3869, g17021	g3881, g17021, g3869	g3881, g17021, g3869	g3869, g17021, g3881	g284, g17457, g16135	g284, g17457, g16135	g284, g17457, g16135
OG0000489	g28611, g24577, g6132	g28611, g6132, g24577	g24577, g28611, g6132	g30018, g761	mf_6159, mf_12347	g1527	g11575, g20228, g24604	g20228, g24604, g11575	g20228, g11575, g24604	g14369, g6413	g14369, g6413	g20228, g24604, g11575	g20228, g11575, g24604	g24604, g20228, g11575	g20228, g11575, g24604	g20228, g24604, g11575	g6413, g14369	g14369, g6413	g6413, g14369
OG0000490	g8334, g11373, g6232	g6232, g8334, g11373	g11373, g8334	g8962, g3372, g2838, g8077, g28774, g24902, g20115, g12040		g8613	g1820, g1040	g1820, g1040	g1820, g1040	g15625, g14107, g15626	g15626, g15625, g14107	g1040, g1820	g1820, g1040	g1040, g1820	g1040, g1820	g1040, g1820	g15625, g15626, g14107	g14107, g15626, g15625	g15626, g14107, g15625
OG0000491	g6261, g23134, g13345	g23134, g6261, g13345	g6261, g23134, g13345	g10422, g13065		g9440	g21088, g7251	g7251, g21088	g7251, g21088	g14741, g17560, g3881, g19086	g17560, g14741, g19086, g3881	g7251, g21088	g7251, g21088	g21088, g7251	g21088, g7251	g21088, g7251	g17560, g3881, g14741, g19086	g3881, g14741, g19086, g17560	g3881, g17560, g19086, g14741
OG0000492	g12474, g6329, g20900	g12474, g20900, g6329	g12474, g20900, g6329	g24151, g28096, g26696, g28520	mf_5637		g4828, g4696, g13130	g4828, g4696, g13130	g4828, g13130, g4696	g2679, g3213	g3213, g2679	g13130, g4828, g4696	g13130, g4696, g4828	g13130, g4696, g4828	g13130, g4828, g4696	g4696, g13130, g4828	g2679, g3213	g3213, g2679	g2679, g3213
OG0000493	g21555, g6889, g25176	g6889, g25176, g21555	g25176, g21555, g6889	g3257, g10035	mf_576, mf_7538	g6475	g16739, g19302, g4383	g4383, g16739, g19302	g16739, g19302, g4383	g6934, g15782	g15782, g6934	g16739, g4383, g19302	g19302, g16739, g4383	g4383, g16739, g19302	g4383, g16739, g19302	g4383, g16739, g19302	g15782, g6934	g15782, g6934	g6934, g15782
OG0000494	g15151, g24185, g6895, g6894	g24185, g6895, g15151, g6894	g6894, g24185, g6895, g15151	g3261, g9032	mf_3247	g8509, g8508	g13426, g4387	g13426, g4387	g13426, g4387	g17979, g6008, g12409	g12409, g17979, g6008	g13426, g4387	g13426, g4387	g13426, g4387	g13426, g4387	g13426, g4387	g12409, g6008, g17979	g17979, g6008, g12409	g17979, g12409, g6008
OG0000495	g6915, g21094, g24623, g22121	g24623, g22121, g6915, g21094	g22121, g21094, g24623, g6915	g11915, g16930	mf_8112, mf_5663	g11153	g8615, g8623	g8615, g8623	g8623, g8615	g10096, g12082, g16295	g12082, g10096, g16295	g8615, g8623	g8615, g8623	g8615, g8623	g8615, g8623	g8623, g8615	g12082, g10096, g16295	g12082, g10096, g16295	g16295, g12082, g10096
OG0000496	g18357, g7053, g7059, g17285	g7053, g7059, g17285	g7059, g7053, g17285, g18357	g14555, g16867, g20232, g30838, g18656	mf_14306		g5452, g5457	g5457, g5452	g5457, g5452	g14064, g13853, g9924	g14064, g9924, g13853	g5457, g5452	g5457, g5452	g5452, g5457	g5457, g5452	g5457, g5452	g13853, g14064, g9924	g13853, g9924, g14064	g13853, g14064, g9924
OG0000497	g13676, g15651, g7163, g26289, g19774, g14058	g14058, g26289, g7163, g13676, g19774	g7163, g19774, g26289, g15651, g14058, g13676	g17195, g13001, g10431	mf_12176	g3751	g19674, g3237	g19674, g3237	g19674, g3237	g11915, g55	g11915, g55	g19674, g3237	g19674, g3237	g19674, g3237	g3237, g19674	g19674, g3237	g11915, g55	g11915, g55	g11915, g55
OG0000498	g26941, g26928, g28227, g19299, g7506	g19299, g7506, g28227, g26928	g28227, g19299, g26941, g7506	g16584, g9244	mf_2145	g7693	g19645, g3018	g3018, g19645	g19645, g3018	g15685, g12845, g2730	g15685, g2730, g12845	g19645, g3018	g3018, g19645	g19645, g3018	g19645, g3018	g19645, g3018	g12845, g2730, g15685	g12845, g15685, g2730	g15685, g12845, g2730
OG0000499	g7681, g24722	g7681, g24722	g7681, g24722	g30377, g29554	mf_6917, mf_7755	g8341, g13672	g6556, g6515, g6516	g6515, g6516, g6556	g6516, g6556, g6515	g865, g864	g864, g865	g6556, g6515, g6516	g6515, g6556, g6516	g6516, g6515, g6556	g6516, g6556, g6515	g6556, g6516, g6515	g864, g865	g21840, g21841, g865, g864	g864, g865
OG0000500	g7869, g13789, g10404	g7869, g10404, g13789	g7869, g10404	g193, g663	mf_12161, mf_12659	g9981, g5815	g5965, g5968, g15737	g15737, g5965, g5968	g5965, g5968, g15737	g18738, g13952	g13952, g18738	g5965, g15737, g5968	g5965, g15737, g5968	g5968, g5965, g15737	g5968, g5965, g15737	g5965, g15737, g5968	g13952, g18738	g18738, g13952	g18738, g13952
OG0000501	g13197, g8130, g8128, g8989	g8130, g8128, g8989, g13197	g13197, g8130, g8128, g8989	g7790, g7792, g7598	mf_4876	g7917	g21930, g22347	g21930, g22347	g22347, g21930	g15377, g2250, g2242	g2250, g2242, g15377	g21930, g22347	g21930, g22347	g22347, g21930	g22347, g21930	g22347, g21930	g2250, g2242, g15377	g2250, g2242, g15377	g2242, g15377, g2250
OG0000502	g8738, g19349	g19349, g8738	g19349, g8738	g20739, g2912	mf_13319	g14130	g498, g497, g10872	g10872, g498, g497	g497, g498, g10872	g4312, g15386	g19758, g15386, g4312	g497, g498, g10872	g498, g497, g10872	g497, g498, g10872	g498, g497, g10872	g10872, g498, g497	g15386, g4312, g19758	g4312, g19758, g15386	g19758, g15386, g4312
OG0000503	g10059, g13667, g19516	g10059, g13667, g19516	g19516, g13667, g10059	g30524	mf_10421	g12524	g1538, g2926	g1538, g2926	g2926, g1538	g4519, g4662, g19349, g16617	g4519, g19349, g4662, g16617	g1538, g2926	g1538, g2926	g1538, g2926	g1538, g2926	g2926, g1538	g16617, g4519, g4662, g19349	g19349, g4662, g16617, g4519	g19349, g4662, g16617, g4519
OG0000504	g26815, g10799, g26513	g26815, g10799, g26513	g26513, g10799, g26815	g14685, g10050	mf_6510	g10825, g12145	g14476, g3168, g2027	g14476, g2027, g3168	g2027, g3168, g14476	g13137, g2231	g2231, g13137	g3168, g2027, g14476	g2027, g3168, g14476	g3168, g14476, g2027	g14476, g2027, g3168	g2027, g3168, g14476	g13137, g2231	g13137, g2231	g2231, g13137
OG0000505	g11426, g27026, g16044	g16044, g27026, g11426	g16044, g27026, g11426	g6122, g8375, g4857	mf_12101, mf_2212, mf_4627, mf_13325, mf_12244	g6281, g7044	g1528, g1527, g22725	g1527, g1528, g22725	g22725, g1527, g1528	g8180	g8180	g1528, g1527, g22725	g22725, g1528, g1527	g22725, g1527, g1528	g22725, g1528, g1527	g22725, g1528, g1527	g8180	g8180	g8180
OG0000506	g11498, g24322	g11498, g24322	g11498, g24322	g15096, g16289, g20025	mf_9782		g21178, g17574, g21305	g21178, g17574, g21305	g17574, g21305, g21178	g18989, g18990, g8208	g18990, g18989	g17574, g21305, g21178	g21178, g21305, g17574	g21305, g17574, g21178	g17574, g21305, g21178	g21305, g21178, g17574	g18990, g18989, g8208	g8208, g18990, g18989	g18990, g18989, g8208
OG0000507	g12003	g12003	g12003	g9828, g25108	mf_7193, mf_11254, mf_5440, mf_5856, mf_8950	g9460, g709	g3816, g29, g17528	g29, g17528, g3816	g29, g3816, g17528	g10771, g10770	g10770, g10771	g17528, g3816, g29	g17528, g3816, g29	g29, g17528, g3816	g17528, g29, g3816	g17528, g3816, g29	g10771, g10770	g22130, g22502, g10771, g10770	g10770, g10771
OG0000508	g30032, g21362, g21361, g12328	g12328, g21361, g21362, g30032	g30032, g12328, g21362, g21361	g1460, g15424	mf_9539, mf_2100	g2641, g2640	g22082, g6359	g22082, g6359	g22082, g6359	g366, g365, g9536	g9536, g365	g22082, g6359	g22082, g6359	g22082, g6359	g6359, g22082	g22082, g6359	g366, g9536, g365	g366, g9536, g365	g9536, g366, g365
OG0000509	g14194, g29748, g22718	g29748, g22718, g14194	g29748, g22718, g14194	g10248, g4536		g5717	g22363, g3172, g7807	g3172, g22363, g7807	g7807, g3172, g22363	g8567, g13569	g13569, g8567	g22363, g3172, g7807	g22363, g7807, g3172	g3172, g22363, g7807	g7807, g22363, g3172	g3172, g22363, g7807	g8567, g13569	g8566, g13569, g8567	g13569, g8566, g8567
OG0000510	g26112, g14568, g19118	g19118, g26112, g14568	g19118, g14568, g26112	g24824, g28047, g15735, g15736, g3103, g20019, g6210	mf_1449, mf_10674	g6857, g6855	g3071, g3080	g3080, g3071	g3080, g3071	g2239, g9130	g2239, g9130	g3080, g3071	g3080, g3071	g3071, g3080	g3080, g3071	g3080, g3071	g9130, g2239	g9130, g23277, g22726, g2239	g2239, g9130
OG0000511	g18475, g14667, g14665, g27471	g14665, g14667, g27471	g14667, g14665, g18475, g27471	g27961		g4654	g6172, g10217, g6174	g6172, g6174, g10217	g6172, g6174, g10217	g5386, g15576	g15576, g5386	g6172, g6174, g10217	g10217, g6174, g6172	g10217, g6174, g6172	g10217, g6172, g6174	g10217, g6174, g6172	g15576, g5386	g15576, g20733, g5386	g15576, g5386
OG0000512	g20166, g4821, g15748, g21072	g20166, g21072, g15748	g20166, g15748, g4821, g21072	g10734, g13922, g16338	mf_5063, mf_4523	g10504	g1741, g9095	g1741, g9095	g1741, g9095	g17465, g220, g219	g17465, g219, g220	g1741, g9095	g1741, g9095	g1741, g9095	g9095, g1741	g1741, g9095	g220, g219, g17465	g17465, g220, g219	g220, g219, g17465
OG0000513	g21006, g17013, g16029, g26908, g21740, g22178	g16029, g26908, g21006, g17013, g22178	g16029, g21740, g21006, g26908, g22178, g17013	g24462, g21710	mf_3114, mf_5202	g6039, g12187	g16452, g15893	g15893, g16452	g15893, g16452	g8231, g2760	g2760, g8231	g16452, g15893	g15893	g16452, g15893	g15893, g16452	g15893, g16452	g8231, g2760	g8231, g2760	g8231, g2760
OG0000514	g17780, g23391, g30278	g17780, g30278, g23391	g23391, g30278, g17780	g25624, g8502	mf_1117	g10192, g7819	g8077, g16114, g16113	g16114, g16113, g8077	g8077, g16114, g16113	g13267, g10780	g10780, g13267	g16114, g16113, g8077	g8077, g16114, g16113	g16114, g8077, g16113	g16114, g16113, g8077	g8077, g16114, g16113	g10780, g13267	g13267, g10780	g13267, g10780
OG0000515	g23034, g22063, g21973	g21973, g23034, g22063	g23034, g22063, g21973	g22597, g26953, g21374	mf_14784	g9834	g15823, g9006, g6244	g6244, g15823, g9006	g15823, g6244, g9006	g8897, g9300	g8897, g9300	g9006, g15823, g6244	g15823, g9006, g6244	g9006, g15823, g6244	g6244, g9006, g15823	g15823, g9006, g6244	g9300, g8897	g8897, g9300	g8897, g9300
OG0000516	g25974, g23393	g25974, g23393	g25974, g23393	g12622, g20519, g19088	mf_15024	g2037, g3164	g14933, g5382	g14933, g5382	g14933, g5382	g8190, g16963, g16530, g9749	g16530, g9749, g16963, g8190	g14933, g5382	g5382, g14933	g14933, g5382	g5382, g14933	g5382, g14933	g16530, g8190, g16963, g9749	g16530, g16963, g8190, g9749	g16963, g16530, g9749, g8190
OG0000517	g12441, g26295, g10903, g25742	g12441, g10903	g10903, g12441	g15796, g28903, g25995, g12004, g11146	mf_8141, mf_14869	g5976, g13184	g6734, g6737	g6737, g6734	g6734, g6737	g16112, g2223, g15164	g15164, g2223, g16112	g6737, g6734	g6734, g6737	g6734, g6737	g6737, g6734	g6737, g6734	g2223, g15164, g16112	g16112, g15164, g2223	g2223, g16112, g15164
OG0000518	g24621, g536, g24620, g28774	g28774, g536, g24620, g24621	g536, g24621, g24620, g28774	g15905, g24920, g17937, g24580		g1819	g11747, g22009	g11747, g22009	g11747, g22009	g987, g988, g3637	g988, g987, g3637	g11747, g22009	g11747, g22009	g11747, g22009	g11747, g22009	g11747, g22009	g987, g3637, g988	g988, g987, g3637	g988, g987, g3637
OG0000519	g11915, g9446, g26177	g26177, g11915, g9446	g9446, g26177, g11915	g4715, g1395	mf_8545, mf_6529	g890	g2120, g7542, g2209	g2209, g2120, g7542	g7542, g2120, g2209	g2414, g4444	g2414, g4444	g7542, g2120, g2209	g7542, g2209, g2120	g2120, g2209, g7542	g2209, g2120, g7542	g2120, g2209, g7542	g4444, g2414	g4444, g2414	g2414, g4444
OG0000520	g13038	g13038	g13038	g7481, g29382, g21157, g11978	mf_11742, mf_14735		g12029, g12843, g17623	g17623, g12843, g12029	g12843, g12029, g17623	g15551, g19009, g13531	g19009, g13531, g15551	g12029, g12843, g17623	g17623, g12843, g12029	g12029, g12843, g17623	g12843, g12029, g17623	g12029, g12843, g17623	g15551, g13531, g19009	g19009, g15551, g13531	g19009, g15551, g13531
OG0000521	g14717, g27242	g14717, g27242	g27242, g14717	g14764, g7290	mf_821	g7748	g7896, g7895, g16205	g7895, g7896, g16205	g7896, g16205, g7895	g20155, g7016, g14339	g14339, g7016, g20155	g16205, g7895, g7896	g16205	g16205, g7895, g7896	g16205, g7895, g7896	g7895, g7896, g16205	g7016, g14339, g20155	g20404, g14339, g7016, g20155	g7016, g20155, g14339
OG0000522	g112, g1411, g24568	g112, g24568, g1411	g112, g24568, g1411	g20838, g13331	mf_5088	g1176	g6149, g12778, g6142	g12778, g6149, g6142	g6149, g12778, g6142	g15303, g7042	g15303, g7042	g6149, g6142, g12778	g6149, g6142, g12778	g12778, g6142, g6149	g6149, g6142, g12778	g6142, g12778, g6149	g7042, g15303	g15303, g7042	g7042, g15303
OG0000523	g217, g218, g20510, g8280	g217, g218, g8280, g20510	g8280, g217, g218, g20510	g14967, g21408		g9578	g13184, g5756	g5756, g13184	g5756, g13184	g16067, g11523, g7310	g7310, g11523, g16067	g13184, g5756	g13184, g5756	g13184, g5756	g13184, g5756	g5756, g13184	g7310, g16067, g11523	g16067, g7310, g22018, g11523	g16067, g7310, g11523
OG0000524	g21993, g18109, g4238, g448	g18109, g4238, g448, g21993	g4238, g21993, g18109, g448	g12670, g20226, g21612	mf_7725	g4514, g3237, g9549, g7853, g2270				g10760, g16410, g16018, g10768, g1546	g1546, g16018, g10768, g16410, g10760					g17365	g16018, g10768, g16410, g1546, g10760	g16410, g10768, g16018, g1546, g10760	g10768, g1546, g16018, g16410, g10760
OG0000525	g798, g16069, g27820	g16069, g27820, g798	g16069, g798, g27820	g26014, g26015, g14318	mf_1652, mf_3235	g3671, g3672	g2634, g2423	g2423, g2634	g2423, g2634	g280, g12790, g13484	g280, g13484, g12790	g2634, g2423	g2423, g2634	g2423, g2634	g2634, g2423	g2634, g2423	g12790, g13484, g280	g12790, g13484, g280	g13484, g280, g12790
OG0000526	g16359, g983	g16359, g983	g16359, g983	g24586	mf_10677, mf_14698	g6161	g20176, g20175, g3210	g3210, g20176, g20175	g20175, g3210, g20176	g16334, g7980, g1999	g7980, g1999, g16334	g3210, g20176	g20176, g20175	g20176, g3210	g20175, g20176, g3210	g3210, g20175, g20176	g16334, g7980, g1999	g20541, g1999, g16334, g7980	g1999, g16334, g7980
OG0000527	g1060, g9668	g9668, g1060	g9668, g1060	g18113, g8132, g6153	mf_13020, mf_13540	g8354	g21577, g21578, g4550	g4550, g21578, g21577	g21577, g4550, g21578	g19095, g10968	g19095, g10968	g21577, g21578, g4550	g21578, g21577, g4550	g21578, g21577, g4550	g21578, g21577, g4550	g21577, g4550, g21578	g10968, g19095	g21384, g19095, g10968	g19095, g10968
OG0000528	g1066	g1066		g24976, g29027, g9223	mf_7830, mf_623, mf_6396, mf_5675	g605, g731, g479, g2804	g5372, g6912, g6785	g5372, g6785, g6912	g6912, g6785, g5372	g1433, g9781	g9781, g1433	g6785, g6912, g5372	g6912, g6785, g5372	g6912, g6785, g5372	g5372, g6912, g6785	g6912, g5372, g6785	g1433, g9781	g1433, g9781	g1433, g9781
OG0000529	g6668, g6827, g25893, g1335	g1335, g6827, g25893, g6668	g25893, g6668, g1335, g6827	g10305	mf_3375	g3961	g12881, g3503	g3503, g12881	g12881, g3503	g3618, g348, g355	g3618, g355, g348	g12881, g3503	g3503, g12881	g3503, g12881	g12881, g3503	g12881, g3503	g348, g355, g3618	g355, g348, g3618, g18891	g355, g348, g3618
OG0000530	g28739, g2550, g7292, g17070, g1555	g1555, g28739, g2550, g7292, g17070	g1555, g17070, g2550, g7292, g28739	g22442, g14905, g30468, g8798	mf_12994, mf_8323, mf_12601		g269, g187, g12005	g187, g12005, g269	g269, g187, g12005			g187, g269, g12005	g187, g269, g12005	g269, g12005, g187	g187, g269, g12005	g12005, g269, g187		g2366	
OG0000531	g15176, g14567, g1647, g1648	g1647, g15176, g1648, g14567	g14567, g1647, g1648, g15176	g10460, g8179	mf_1456	g7528	g1218, g21432	g21432, g1218	g1218, g21432	g297, g2046, g2047	g2047, g2046, g297	g21432, g1218	g21432, g1218	g1218, g21432	g21432, g1218	g21432, g1218	g297, g2047, g2046	g2047, g297, g2046	g297, g2047, g2046
OG0000532	g22220, g18210, g10188, g1771	g10188, g18210, g22220, g1771	g22220, g18210, g1771, g10188	g4974	mf_6342, mf_7010, mf_1845, mf_7688	g672, g9018	g17994, g22048, g12861	g12861, g22048, g17994	g17994, g22048, g12861	g12306		g17994, g12861, g22048	g17994, g12861, g22048	g22048, g17994, g12861	g17994, g22048	g17994, g22048, g12861	g12306	g21885, g12306	g12306
OG0000533	g1813, g27490	g1813, g27490	g27490, g1813	g25495	mf_631, mf_9205	g7324	g12943, g12933	g12933, g12943	g12943, g12933	g896, g2897, g4534, g4535	g896, g2897, g4535, g4534	g12943, g12933	g12933, g12943	g12933, g12943	g12933, g12943	g12943, g12933	g4534, g4535, g2897, g896	g4534, g896, g20783, g4535, g2897	g2897, g4534, g4535, g896
OG0000534	g9228, g1892	g9228, g1892	g1892, g9228	g23174	mf_9286		g10050, g16422, g4052	g4052, g16422, g10050	g16422, g10050, g4052	g8124, g19460, g12799	g19460, g8124, g12799	g10050, g16422, g4052	g16422, g10050, g4052	g4052, g16422, g10050	g4052, g10050, g16422	g10050, g4052, g16422	g12799, g8124, g19460	g12799, g8124, g19460	g8124, g12799, g19460
OG0000535	g11611, g24042, g1937	g11611, g1937	g1937, g25007, g11611	g14586, g18918		g12700	g15124, g13871	g13871	g15124, g13871	g18745, g15751, g2514, g2835	g2835, g2514, g18745, g15751	g13871, g15124	g15124, g13871	g15124, g13871	g15124, g13871	g15124, g13871, g23663	g2514, g18745, g2835, g15751	g18745, g15751, g2835, g2514	g2514, g18745, g15751, g2835
OG0000536	g2014, g15722, g22422, g15741, g22205	g2014, g15722, g22205	g2014, g22205, g15722	g23953		g5535	g14022, g10957, g14014	g14014, g14022, g10957	g14014, g10957, g14022	g2200, g12796	g12796, g2200	g10957, g14022, g14014	g14022, g10957, g14014	g10957, g14022, g14014	g14022, g10957, g14014	g14022, g10957, g14014	g12796, g2200	g12796, g2200	g2200, g12796
OG0000537	g2224, g2221, g14389, g17570	g2224, g14389, g17570, g2221	g2221, g2224, g14389, g17570	g9499, g27904	mf_9491, mf_12479, mf_8301	g7434, g1263, g1547	g9204, g54	g54, g9204	g9204, g54	g3472, g9966	g3472, g9966	g9204, g54	g54, g9204	g54, g9204	g54, g9204	g9204, g54	g9966, g3472	g25292, g9966, g3472	g3472, g9966
OG0000538	g17866, g3403, g2250, g16799	g16799, g17866, g2250, g3403	g16799, g3403, g17866, g2250	g417	mf_1057	g10596	g11596, g5599, g11979	g11596, g5599, g11979	g11596, g5599, g11979	g14580	g14580	g5599, g11596, g11979	g5599, g11596, g11979	g5599, g11979, g11596	g11979, g11596, g5599	g11596, g5599, g11979	g14580	g23108, g22030, g14580, g24340	g14580
OG0000539	g19840, g2383, g16573, g28857, g4650, g25163	g4650, g28857, g16573, g2383, g25163, g19840	g2383, g19840, g25163, g16573, g28857, g4650	g5688, g4677		g14064, g4568	g7448, g4896	g4896, g7448	g4896, g7448	g1304, g685	g685, g1304	g4896, g7448	g7448	g4896, g7448	g7448, g4896	g4896, g7448	g1304, g685	g1304, g685	g685, g1304
OG0000540	g13996, g2557, g5274	g2557, g13996, g5274	g13996, g2557, g5274	g7978, g13409	mf_11439	g10389	g24308, g13564, g10927	g10927, g13564, g24308	g24308, g13564, g10927	g20326, g4780	g20326, g4780	g13564, g10927, g24308	g24308, g13564, g10927	g13564, g24308, g10927	g24308, g13564, g10927	g24308, g10927, g13564	g4780, g20326	g4780, g20326	g4780, g20326
OG0000541	g18652, g2561, g28061, g21559	g28061, g2561, g18652, g21559	g21559, g18652, g28061, g2561	g19697, g21720, g21721	mf_422, mf_14014	g11677, g11678	g106, g8662	g106, g8662	g8662, g106	g18582, g1973	g1973, g18582	g8662, g106	g106, g8662	g8662, g106	g8662, g106	g106, g8662	g1973, g18582	g18582, g21294, g21295, g1973	g1973, g18582
OG0000542	g20058, g7667, g4883, g2913, g16009	g7667, g2913, g4883, g16009	g4883, g7667, g16009, g20058, g2913	g28766		g2510, g2512	g12964, g4306	g4306, g12964	g12964, g4306	g2610, g2770, g13020	g2770, g13020, g2610	g12964, g4306	g4306	g4306, g12964	g4306, g12964	g12964, g4306	g2610, g13020, g2770	g2770, g2610, g13020	g13020, g2610, g2770
OG0000543	g2915, g17264, g5223	g5223, g2915	g5223, g17264, g2915	g30725, g28522, g16414, g19271	mf_2537	g12629, g2506	g12961, g12962, g4310	g4310, g12962, g12961	g12961, g12962, g4310	g2768, g9366	g2768, g9366	g12961, g12962, g4310	g4310	g4310, g12961, g12962	g4310, g12961, g12962	g12961, g12962, g4310	g9366, g2768	g9366, g2768	g9366, g2768
OG0000544	g3016, g5544, g24874	g5544, g3016, g24874	g24874, g3016, g5544	g13093, g4771		g13461	g15665, g21728, g13935	g15665, g21728, g13935	g21728, g13935, g15665	g7668, g16925	g7668, g16925	g15665, g21728, g13935	g15665, g21728, g13935	g13935, g15665, g21728	g15665, g21728, g13935	g13935, g21728, g15665	g7668, g16925	g7668, g23389, g16925	g7668, g16925
OG0000545	g13300, g16318, g21306, g9174, g3485, g10047	g21306, g16318, g3485, g13300, g9174	g16318, g3485, g21306, g9174, g13300, g10047	g5373, g19915, g19919	mf_10900	g908				g17312, g15181, g4849, g3137, g14663	g4849, g3137, g14663, g15181, g17312						g14663, g4849, g3137, g17312, g15181	g4849, g14663, g17312, g15181, g3137	g14663, g4849, g3137, g15181, g17312
OG0000546	g24512, g3506, g10571, g15026, g6435	g24512, g15026, g3506, g6435, g10571	g15026, g3506, g6435, g10571, g24512	g26163, g4938, g23802	mf_11941, mf_9370	g8977	g17416, g24326	g24326, g17416	g24326, g17416	g3888, g2424	g3888, g2424	g17416, g24326	g17416, g24326	g24326, g17416	g17416, g24326	g17416, g24326	g2424, g3888	g2424, g3888	g2424, g3888
OG0000547	g3953, g4450	g3953, g4450	g3953, g4450	g15747, g18757	mf_6154, mf_11814	g10843	g10984, g12616, g9501	g12616, g10984, g9501	g9501, g12616, g10984	g8575, g5985	g5985, g8575	g9501, g12616, g10984	g9501, g10984, g12616	g9501, g10984, g12616	g9501, g10984, g12616	g9501, g10984, g12616	g5985, g8575	g24897, g24247, g5985, g8575	g8575, g5985
OG0000548	g13264, g15189, g4102	g15189, g4102, g13264	g13264, g15189	g26421, g19436	mf_8425	g2910	g19476, g5492, g15887	g19476, g15887, g5492	g15887, g19476, g5492	g18208, g15360	g18208, g15360	g5492, g19476, g15887	g5492, g19476, g15887	g19476, g5492, g15887	g19476, g5492, g15887	g15887, g5492, g19476	g15360, g18208	g18208, g15360, g21818	g18208, g15360
OG0000549	g11738, g4295	g4295, g11738	g4296, g4295, g11738	g20011, g30428	mf_8735	g669, g12002, g6684	g15185, g18066, g15184	g15184, g18066, g15185	g15185, g18066, g15184	g18585, g13491	g13491, g18585	g18066, g15184, g15185	g15185, g15184, g18066	g15184, g15185, g18066	g15185, g15184, g18066	g15185, g18066, g15184	g13491, g18585	g13491, g18585	g13491, g18585
OG0000550	g19817, g26610, g4544, g27430, g7070	g7070, g19817, g27430, g26610	g27430, g19817, g26610, g7070	g11514, g22184	mf_10903	g6869	g676, g9437, g15264	g15264, g9437, g676	g676, g9437, g15264	g824	g824	g15264, g676	g15264, g9437, g676	g9437, g15264, g676	g15264, g9437, g676	g676, g15264, g9437	g824	g22289, g21200, g824	g824
OG0000551	g21061, g24881, g17368, g5098, g20928, g20929	g24881, g20929, g5098, g17368, g20928	g5098, g20929, g17368, g24881, g20928	g16090, g29909		g730, g11959, g11960	g5933, g6643	g5933, g6643	g5933, g6643	g13790, g12432	g12432, g13790	g5933, g6643	g5933, g6643	g5933, g6643	g6643, g5933	g5933, g6643	g12432, g13790	g12432, g13790	g13790, g12432
OG0000552	g15609, g17737, g5186	g17737, g15609, g5186	g17737, g5186, g15609	g3055, g25319, g9278, g14866	mf_10586	g9128	g6106, g8426	g6106, g8426	g6106, g8426	g8683, g2016, g15385	g8683, g15385, g2016	g6106, g8426	g6106, g8426	g8426, g6106	g6106, g8426	g6106, g8426	g15385, g2016, g8683	g8683, g15385, g23886, g2016	g8683, g2016, g15385
